time,Donor,PlasmidFreeDonor,Recipient,Transconjugant
0.0,100000.0,0.0,100000.0,0.0
1.0,100031.0,0.0,100026.0,0.0
2.0,100059.0,0.0,100051.0,0.0
3.0,100090.0,0.0,100082.0,0.0
4.0,100117.0,0.0,100113.0,0.0
5.0,100140.0,0.0,100139.0,0.0
6.0,100173.0,0.0,100158.0,0.0
7.0,100192.0,0.0,100191.0,0.0
8.0,100223.0,0.0,100214.0,0.0
9.0,100247.0,0.0,100233.0,0.0
10.0,100276.0,0.0,100267.0,0.0
11.0,100304.0,0.0,100300.0,0.0
12.0,100334.0,0.0,100325.0,0.0
13.0,100362.0,0.0,100357.0,0.0
14.0,100398.0,0.0,100377.0,0.0
15.0,100425.0,0.0,100412.0,0.0
16.0,100444.0,0.0,100435.0,0.0
17.0,100472.0,0.0,100469.0,0.0
18.0,100496.0,0.0,100498.0,0.0
19.0,100526.0,0.0,100523.0,0.0
20.0,100554.0,0.0,100544.0,0.0
21.0,100583.0,0.0,100569.0,0.0
22.0,100616.0,0.0,100593.0,0.0
23.0,100641.0,0.0,100613.0,0.0
24.0,100669.0,0.0,100636.0,0.0
25.0,100696.0,0.0,100661.0,0.0
26.0,100730.0,0.0,100694.0,0.0
27.0,100759.0,0.0,100725.0,0.0
28.0,100788.0,0.0,100750.0,0.0
29.0,100817.0,0.0,100781.0,0.0
30.0,100842.0,0.0,100816.0,0.0
31.0,100867.0,0.0,100845.0,0.0
32.0,100890.0,0.0,100870.0,0.0
33.0,100916.0,0.0,100899.0,0.0
34.0,100940.0,0.0,100929.0,0.0
35.0,100970.0,0.0,100958.0,0.0
36.0,100999.0,0.0,100984.0,0.0
37.0,101025.0,0.0,101019.0,0.0
38.0,101051.0,0.0,101049.0,0.0
39.0,101080.0,0.0,101079.0,0.0
40.0,101107.0,0.0,101102.0,0.0
41.0,101135.0,0.0,101132.0,0.0
42.0,101160.0,0.0,101160.0,0.0
43.0,101187.0,0.0,101188.0,0.0
44.0,101215.0,0.0,101223.0,0.0
45.0,101249.0,0.0,101251.0,0.0
46.0,101288.0,0.0,101280.0,0.0
47.0,101316.0,0.0,101307.0,0.0
48.0,101340.0,0.0,101328.0,0.0
49.0,101363.0,0.0,101357.0,0.0
50.0,101394.0,0.0,101376.0,0.0
51.0,101420.0,0.0,101412.0,0.0
52.0,101456.0,0.0,101442.0,0.0
53.0,101484.0,0.0,101468.0,0.0
54.0,101508.0,0.0,101494.0,0.0
55.0,101532.0,0.0,101532.0,0.0
56.0,101565.0,0.0,101555.0,0.0
57.0,101602.0,0.0,101586.0,0.0
58.0,101623.0,0.0,101613.0,0.0
59.0,101651.0,0.0,101649.0,0.0
60.0,101686.0,0.0,101676.0,0.0
61.0,101709.0,0.0,101712.0,0.0
62.0,101737.0,0.0,101729.0,0.0
63.0,101758.0,0.0,101766.0,0.0
64.0,101781.0,0.0,101796.0,0.0
65.0,101799.0,0.0,101827.0,0.0
66.0,101828.0,0.0,101859.0,0.0
67.0,101851.0,0.0,101884.0,0.0
68.0,101873.0,0.0,101912.0,0.0
69.0,101905.0,0.0,101942.0,0.0
70.0,101937.0,0.0,101967.0,0.0
71.0,101963.0,0.0,101991.0,0.0
72.0,101998.0,0.0,102025.0,0.0
