time,Donor,PlasmidFreeDonor,Recipient,Transconjugant
0.0,100000.0,0.0,100000.0,0.0
1.0,100030.0,0.0,100039.0,0.0
2.0,100059.0,0.0,100060.0,0.0
3.0,100093.0,0.0,100087.0,0.0
4.0,100121.0,0.0,100117.0,0.0
5.0,100147.0,0.0,100151.0,0.0
6.0,100174.0,0.0,100174.0,0.0
7.0,100208.0,0.0,100198.0,0.0
8.0,100242.0,0.0,100231.0,0.0
9.0,100272.0,0.0,100256.0,0.0
10.0,100298.0,0.0,100283.0,0.0
11.0,100323.0,0.0,100309.0,0.0
12.0,100348.0,0.0,100341.0,0.0
13.0,100373.0,0.0,100373.0,0.0
14.0,100419.0,0.0,100400.0,0.0
15.0,100443.0,0.0,100435.0,0.0
16.0,100461.0,0.0,100472.0,0.0
17.0,100494.0,0.0,100506.0,0.0
18.0,100533.0,0.0,100532.0,0.0
19.0,100563.0,0.0,100565.0,0.0
20.0,100594.0,0.0,100589.0,0.0
21.0,100619.0,0.0,100612.0,0.0
22.0,100649.0,0.0,100641.0,0.0
23.0,100670.0,0.0,100673.0,0.0
24.0,100702.0,0.0,100700.0,0.0
25.0,100735.0,0.0,100735.0,0.0
26.0,100760.0,0.0,100772.0,0.0
27.0,100788.0,0.0,100798.0,0.0
28.0,100814.0,0.0,100828.0,0.0
29.0,100848.0,0.0,100857.0,0.0
30.0,100881.0,0.0,100879.0,0.0
31.0,100902.0,0.0,100910.0,0.0
32.0,100932.0,0.0,100933.0,0.0
33.0,100960.0,0.0,100970.0,0.0
34.0,100998.0,0.0,100991.0,0.0
35.0,101032.0,0.0,101023.0,0.0
36.0,101069.0,0.0,101052.0,0.0
37.0,101101.0,0.0,101068.0,0.0
38.0,101131.0,0.0,101096.0,0.0
39.0,101159.0,0.0,101128.0,0.0
40.0,101176.0,0.0,101165.0,0.0
41.0,101196.0,0.0,101193.0,0.0
42.0,101225.0,0.0,101218.0,0.0
43.0,101259.0,0.0,101252.0,0.0
44.0,101291.0,0.0,101288.0,0.0
45.0,101317.0,0.0,101308.0,0.0
46.0,101350.0,0.0,101343.0,0.0
47.0,101372.0,0.0,101378.0,0.0
48.0,101404.0,0.0,101405.0,0.0
49.0,101434.0,0.0,101427.0,0.0
50.0,101472.0,0.0,101448.0,0.0
51.0,101503.0,0.0,101479.0,0.0
52.0,101535.0,0.0,101509.0,0.0
53.0,101563.0,0.0,101534.0,0.0
54.0,101600.0,0.0,101562.0,0.0
55.0,101619.0,0.0,101590.0,0.0
56.0,101645.0,0.0,101628.0,0.0
57.0,101669.0,0.0,101662.0,0.0
58.0,101706.0,0.0,101687.0,0.0
59.0,101734.0,0.0,101712.0,0.0
60.0,101775.0,0.0,101737.0,0.0
61.0,101801.0,0.0,101767.0,0.0
62.0,101821.0,0.0,101806.0,0.0
63.0,101845.0,0.0,101830.0,0.0
64.0,101875.0,0.0,101855.0,0.0
65.0,101902.0,0.0,101885.0,0.0
66.0,101936.0,0.0,101912.0,0.0
67.0,101961.0,0.0,101948.0,0.0
68.0,101991.0,0.0,101978.0,0.0
69.0,102017.0,0.0,102015.0,0.0
70.0,102053.0,0.0,102050.0,0.0
71.0,102078.0,0.0,102075.0,0.0
72.0,102113.0,0.0,102112.0,0.0
73.0,102149.0,0.0,102132.0,0.0
74.0,102180.0,0.0,102157.0,0.0
75.0,102213.0,0.0,102180.0,0.0
76.0,102236.0,0.0,102206.0,0.0
77.0,102273.0,0.0,102226.0,0.0
78.0,102300.0,0.0,102256.0,0.0
79.0,102329.0,0.0,102282.0,0.0
80.0,102346.0,0.0,102312.0,0.0
81.0,102386.0,0.0,102340.0,0.0
82.0,102409.0,0.0,102363.0,0.0
83.0,102440.0,0.0,102391.0,0.0
84.0,102459.0,0.0,102406.0,0.0
85.0,102481.0,0.0,102426.0,0.0
86.0,102511.0,0.0,102463.0,0.0
87.0,102540.0,0.0,102492.0,0.0
88.0,102574.0,0.0,102523.0,0.0
89.0,102602.0,0.0,102554.0,0.0
90.0,102625.0,0.0,102580.0,0.0
91.0,102645.0,0.0,102601.0,0.0
92.0,102663.0,0.0,102629.0,0.0
93.0,102691.0,0.0,102657.0,0.0
94.0,102730.0,0.0,102692.0,0.0
95.0,102755.0,0.0,102720.0,0.0
96.0,102785.0,0.0,102751.0,0.0
97.0,102811.0,0.0,102773.0,0.0
98.0,102837.0,0.0,102809.0,0.0
99.0,102861.0,0.0,102842.0,0.0
100.0,102883.0,0.0,102874.0,0.0
101.0,102911.0,0.0,102903.0,0.0
102.0,102943.0,0.0,102932.0,0.0
103.0,102973.0,0.0,102962.0,0.0
104.0,103001.0,0.0,102989.0,0.0
105.0,103033.0,0.0,103011.0,0.0
106.0,103059.0,0.0,103034.0,0.0
107.0,103095.0,0.0,103065.0,0.0
108.0,103126.0,0.0,103090.0,0.0
109.0,103158.0,0.0,103125.0,0.0
110.0,103186.0,0.0,103156.0,0.0
111.0,103217.0,0.0,103191.0,0.0
112.0,103243.0,0.0,103213.0,0.0
113.0,103268.0,0.0,103236.0,0.0
114.0,103298.0,0.0,103267.0,0.0
115.0,103325.0,0.0,103298.0,0.0
116.0,103361.0,0.0,103324.0,0.0
117.0,103391.0,0.0,103348.0,0.0
118.0,103424.0,0.0,103378.0,0.0
119.0,103464.0,0.0,103409.0,0.0
120.0,103481.0,0.0,103445.0,0.0
121.0,103511.0,0.0,103481.0,0.0
122.0,103550.0,0.0,103512.0,0.0
123.0,103573.0,0.0,103546.0,0.0
124.0,103603.0,0.0,103570.0,0.0
125.0,103628.0,0.0,103589.0,0.0
126.0,103648.0,0.0,103613.0,0.0
127.0,103670.0,0.0,103638.0,0.0
128.0,103700.0,0.0,103656.0,0.0
129.0,103739.0,0.0,103685.0,0.0
130.0,103772.0,0.0,103706.0,0.0
131.0,103795.0,0.0,103733.0,0.0
132.0,103825.0,0.0,103760.0,0.0
133.0,103852.0,0.0,103784.0,0.0
134.0,103873.0,0.0,103805.0,0.0
135.0,103899.0,0.0,103829.0,0.0
136.0,103928.0,0.0,103854.0,0.0
137.0,103962.0,0.0,103889.0,0.0
138.0,103993.0,0.0,103922.0,0.0
139.0,104019.0,0.0,103960.0,0.0
140.0,104049.0,0.0,103978.0,0.0
141.0,104080.0,0.0,104010.0,0.0
142.0,104103.0,0.0,104033.0,0.0
143.0,104147.0,0.0,104067.0,0.0
144.0,104172.0,0.0,104105.0,0.0
145.0,104207.0,0.0,104137.0,0.0
146.0,104230.0,0.0,104169.0,0.0
147.0,104253.0,0.0,104197.0,0.0
148.0,104288.0,0.0,104233.0,0.0
149.0,104311.0,0.0,104256.0,0.0
150.0,104343.0,0.0,104296.0,0.0
151.0,104377.0,0.0,104325.0,0.0
152.0,104397.0,0.0,104359.0,0.0
153.0,104425.0,0.0,104392.0,0.0
154.0,104458.0,0.0,104423.0,0.0
155.0,104479.0,0.0,104451.0,0.0
156.0,104514.0,0.0,104487.0,0.0
157.0,104548.0,0.0,104509.0,0.0
158.0,104574.0,0.0,104536.0,0.0
159.0,104601.0,0.0,104565.0,0.0
160.0,104634.0,0.0,104578.0,0.0
161.0,104668.0,0.0,104607.0,0.0
162.0,104697.0,0.0,104626.0,0.0
163.0,104719.0,0.0,104660.0,0.0
164.0,104738.0,0.0,104695.0,0.0
165.0,104765.0,0.0,104728.0,0.0
166.0,104793.0,0.0,104754.0,0.0
167.0,104826.0,0.0,104783.0,0.0
168.0,104853.0,0.0,104809.0,0.0
169.0,104888.0,0.0,104835.0,0.0
170.0,104925.0,0.0,104867.0,0.0
171.0,104953.0,0.0,104896.0,0.0
172.0,104978.0,0.0,104925.0,0.0
173.0,105010.0,0.0,104960.0,0.0
174.0,105039.0,0.0,104983.0,0.0
175.0,105074.0,0.0,105007.0,0.0
176.0,105107.0,0.0,105032.0,0.0
177.0,105135.0,0.0,105063.0,0.0
178.0,105164.0,0.0,105088.0,0.0
179.0,105197.0,0.0,105112.0,0.0
180.0,105227.0,0.0,105142.0,0.0
181.0,105252.0,0.0,105173.0,0.0
182.0,105279.0,0.0,105204.0,0.0
183.0,105302.0,0.0,105225.0,0.0
184.0,105329.0,0.0,105259.0,0.0
185.0,105358.0,0.0,105296.0,0.0
186.0,105392.0,0.0,105328.0,0.0
187.0,105417.0,0.0,105357.0,0.0
188.0,105446.0,0.0,105387.0,0.0
189.0,105474.0,0.0,105417.0,0.0
190.0,105510.0,0.0,105460.0,0.0
191.0,105544.0,0.0,105487.0,0.0
192.0,105578.0,0.0,105510.0,0.0
193.0,105599.0,0.0,105531.0,0.0
194.0,105622.0,0.0,105568.0,0.0
195.0,105646.0,0.0,105596.0,0.0
196.0,105676.0,0.0,105620.0,0.0
197.0,105705.0,0.0,105650.0,0.0
198.0,105734.0,0.0,105672.0,0.0
199.0,105759.0,0.0,105711.0,0.0
200.0,105791.0,0.0,105742.0,0.0
201.0,105817.0,0.0,105770.0,0.0
202.0,105843.0,0.0,105797.0,0.0
203.0,105876.0,0.0,105828.0,0.0
204.0,105894.0,0.0,105854.0,0.0
205.0,105930.0,0.0,105880.0,0.0
206.0,105954.0,0.0,105906.0,0.0
207.0,105993.0,0.0,105930.0,0.0
208.0,106012.0,0.0,105955.0,0.0
209.0,106033.0,0.0,105980.0,0.0
210.0,106059.0,0.0,106013.0,0.0
211.0,106091.0,0.0,106043.0,0.0
212.0,106117.0,0.0,106076.0,0.0
213.0,106141.0,0.0,106106.0,0.0
214.0,106161.0,0.0,106136.0,0.0
215.0,106195.0,0.0,106161.0,0.0
216.0,106221.0,0.0,106189.0,0.0
217.0,106251.0,0.0,106206.0,0.0
218.0,106280.0,0.0,106235.0,0.0
219.0,106303.0,0.0,106262.0,0.0
220.0,106338.0,0.0,106292.0,0.0
221.0,106367.0,0.0,106316.0,0.0
222.0,106402.0,0.0,106350.0,0.0
223.0,106430.0,0.0,106377.0,0.0
224.0,106446.0,0.0,106406.0,0.0
225.0,106476.0,0.0,106429.0,0.0
226.0,106501.0,0.0,106461.0,0.0
227.0,106529.0,0.0,106494.0,0.0
228.0,106553.0,0.0,106525.0,0.0
229.0,106584.0,0.0,106557.0,0.0
230.0,106620.0,0.0,106586.0,0.0
231.0,106644.0,0.0,106615.0,0.0
232.0,106679.0,0.0,106645.0,0.0
233.0,106706.0,0.0,106676.0,0.0
234.0,106733.0,0.0,106720.0,0.0
235.0,106756.0,0.0,106754.0,0.0
236.0,106777.0,0.0,106789.0,0.0
237.0,106810.0,0.0,106825.0,0.0
238.0,106841.0,0.0,106852.0,0.0
239.0,106871.0,0.0,106884.0,0.0
240.0,106893.0,0.0,106920.0,0.0
241.0,106927.0,0.0,106949.0,0.0
242.0,106952.0,0.0,106977.0,0.0
243.0,106978.0,0.0,107007.0,0.0
244.0,107004.0,0.0,107034.0,0.0
245.0,107034.0,0.0,107075.0,0.0
246.0,107062.0,0.0,107106.0,0.0
247.0,107092.0,0.0,107127.0,0.0
248.0,107126.0,0.0,107143.0,0.0
249.0,107159.0,0.0,107181.0,0.0
250.0,107189.0,0.0,107208.0,0.0
251.0,107214.0,0.0,107238.0,0.0
252.0,107242.0,0.0,107266.0,0.0
253.0,107276.0,0.0,107295.0,0.0
254.0,107298.0,0.0,107325.0,0.0
255.0,107324.0,0.0,107359.0,0.0
256.0,107355.0,0.0,107385.0,0.0
257.0,107391.0,0.0,107425.0,0.0
258.0,107423.0,0.0,107455.0,0.0
259.0,107449.0,0.0,107483.0,0.0
260.0,107485.0,0.0,107518.0,0.0
261.0,107511.0,0.0,107548.0,0.0
262.0,107547.0,0.0,107579.0,0.0
263.0,107575.0,0.0,107605.0,0.0
264.0,107601.0,0.0,107634.0,0.0
265.0,107634.0,0.0,107670.0,0.0
266.0,107671.0,0.0,107693.0,0.0
267.0,107708.0,0.0,107720.0,0.0
268.0,107725.0,0.0,107751.0,0.0
269.0,107757.0,0.0,107777.0,0.0
270.0,107785.0,0.0,107800.0,0.0
271.0,107817.0,0.0,107824.0,0.0
272.0,107846.0,0.0,107860.0,0.0
273.0,107875.0,0.0,107890.0,0.0
274.0,107901.0,0.0,107923.0,0.0
275.0,107935.0,0.0,107952.0,0.0
276.0,107973.0,0.0,107982.0,0.0
277.0,108003.0,0.0,108007.0,0.0
278.0,108040.0,0.0,108036.0,0.0
279.0,108068.0,0.0,108067.0,0.0
280.0,108100.0,0.0,108094.0,0.0
281.0,108135.0,0.0,108124.0,0.0
282.0,108170.0,0.0,108167.0,0.0
283.0,108193.0,0.0,108192.0,0.0
284.0,108213.0,0.0,108216.0,0.0
285.0,108248.0,0.0,108239.0,0.0
286.0,108272.0,0.0,108274.0,0.0
287.0,108304.0,0.0,108305.0,0.0
288.0,108341.0,0.0,108341.0,0.0
289.0,108375.0,0.0,108375.0,0.0
