,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,4.841227369604197e-15,0.0
2,E1_I1,inf,1.5046323252362797e-14
3,E2_I1,1.2255360250132692e-14,0.0
4,E3_I1,inf,0.0
5,E4_I1,inf,0.0
6,E5_I1,4.553874328045707e-15,5.059024866118142e-15
7,E6_I1,7.249996013667231e-15,1.599485720630303e-14
8,E7_I1,inf,1.4640697989736e-14
9,E8_I1,inf,3.257378609686671e-14
10,E9_I1,inf,0.0
11,E10_I1,5.681250039295714e-15,8.956220685032944e-15
12,E11_I1,inf,0.0
13,E12_I1,5.238029485125359e-15,2.7523306597048972e-14
14,E13_I1,inf,6.933926699723174e-15
15,E14_I1,inf,0.0
16,E15_I1,5.08903774278307e-15,1.0145248664051624e-14
17,E16_I1,inf,0.0
18,E17_I1,6.443510364054466e-15,0.0
19,E18_I1,7.25120117250592e-15,0.0
20,E19_I1,8.722674343067064e-15,1.2947126749203176e-14
21,E20_I1,inf,1.7998801236219832e-14
22,E21_I1,7.302583204247055e-15,1.8880602331317355e-14
23,E22_I1,inf,1.1674688859194501e-14
24,E23_I1,inf,0.0
25,E24_I1,inf,0.0
26,E25_I1,inf,0.0
27,E26_I1,inf,1.1135764027920336e-14
28,E27_I1,inf,0.0
29,E28_I1,4.602307156952278e-15,1.3241373498762559e-14
30,E29_I1,inf,0.0
31,E30_I1,inf,0.0
32,E31_I1,inf,0.0
33,E32_I1,inf,0.0
34,E33_I1,inf,3.6814991198361536e-14
35,E34_I1,inf,0.0
36,E35_I1,inf,0.0
37,E36_I1,inf,0.0
38,E37_I1,inf,1.0210766477870404e-14
39,E38_I1,7.311011605274567e-15,1.0736124369902996e-14
40,E39_I1,inf,0.0
41,E40_I1,inf,1.0057239893774401e-14
42,E41_I1,inf,6.088241709552192e-15
43,E42_I1,inf,2.9711793667336743e-14
44,E43_I1,inf,0.0
45,E44_I1,inf,2.7646211387946525e-14
46,E45_I1,5.762753953661543e-15,4.756503439050162e-14
47,E46_I1,inf,1.449488108086533e-14
48,E47_I1,7.76297214204016e-15,0.0
49,E48_I1,inf,0.0
50,E49_I1,inf,0.0
51,E50_I1,inf,0.0
52,E51_I1,inf,7.961597089243568e-14
53,E52_I1,inf,0.0
54,E53_I1,inf,1.1027783535942126e-14
55,E54_I1,inf,0.0
56,E55_I1,inf,0.0
57,E56_I1,inf,1.4529037654627352e-13
58,E57_I1,5.885125958034887e-15,0.0
59,E58_I1,inf,0.0
60,E59_I1,inf,9.819040130977077e-15
61,E60_I1,inf,6.636981495697294e-15
62,E61_I1,inf,0.0
63,E62_I1,6.501665101934793e-15,9.269765315175785e-15
64,E63_I1,6.710663852711871e-15,0.0
65,E64_I1,inf,0.0
66,E65_I1,6.651779642835086e-15,0.0
67,E66_I1,inf,2.077358821382776e-14
68,E67_I1,inf,0.0
69,E68_I1,inf,0.0
70,E69_I1,8.688262148055287e-15,7.317105223646408e-15
71,E70_I1,inf,1.2721222757318947e-13
72,E71_I1,inf,0.0
73,E72_I1,6.636024279802994e-15,1.0974495463800034e-14
74,E73_I1,inf,0.0
75,E74_I1,7.528396885811398e-15,2.328166051561627e-14
76,E75_I1,8.398198255714102e-15,0.0
77,E76_I1,5.557677319368457e-15,0.0
