,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,inf,1.2595045266775367e-14
2,E1_I1,inf,5.5870971533624235e-15
3,E2_I1,inf,1.2522497631775457e-13
4,E3_I1,inf,9.40201961767881e-15
5,E4_I1,inf,1.4489776693826718e-14
6,E5_I1,inf,6.075657386962481e-15
7,E6_I1,inf,8.767463726276748e-15
8,E7_I1,inf,1.6901680813971638e-14
9,E8_I1,inf,0.0
10,E9_I1,inf,2.2751665848245194e-14
11,E10_I1,inf,0.0
12,E11_I1,inf,5.8596677832286685e-15
13,E12_I1,inf,0.0
14,E13_I1,6.235321436896839e-15,0.0
15,E14_I1,inf,0.0
16,E15_I1,inf,1.4283448429854688e-14
17,E16_I1,inf,1.3774684092058116e-14
18,E17_I1,inf,1.19584330660728e-13
19,E18_I1,inf,0.0
20,E19_I1,inf,4.338674049806423e-15
21,E20_I1,inf,2.7249824603044695e-14
22,E21_I1,inf,2.058398934708467e-14
23,E22_I1,inf,2.121515792802793e-14
24,E23_I1,inf,0.0
25,E24_I1,inf,1.974153198311766e-14
26,E25_I1,inf,0.0
27,E26_I1,inf,0.0
28,E27_I1,inf,0.0
29,E28_I1,inf,0.0
30,E29_I1,inf,1.810966520097267e-14
31,E30_I1,inf,1.874884800239953e-14
32,E31_I1,1.8052916915940543e-15,5.224604214291535e-15
33,E32_I1,inf,2.2504857409154868e-14
34,E33_I1,inf,4.76010224768394e-15
35,E34_I1,5.251575192067496e-15,5.8324539978687215e-15
36,E35_I1,inf,0.0
37,E36_I1,inf,7.285813510298238e-15
38,E37_I1,inf,5.123676016593076e-15
39,E38_I1,inf,1.1904721933003408e-14
40,E39_I1,inf,1.5936162109758546e-14
41,E40_I1,inf,2.084615817416135e-14
42,E41_I1,inf,1.13702938008584e-14
43,E42_I1,inf,2.864090000373385e-14
44,E43_I1,inf,0.0
45,E44_I1,inf,3.048445639334314e-14
46,E45_I1,inf,5.094969268970024e-15
47,E46_I1,inf,2.5500385586203494e-14
48,E47_I1,inf,0.0
49,E48_I1,inf,0.0
50,E49_I1,inf,0.0
51,E50_I1,inf,7.093065143941026e-15
52,E51_I1,inf,4.0465960722305845e-14
53,E52_I1,inf,1.1306125152641991e-14
54,E53_I1,inf,6.21157969357797e-15
55,E54_I1,inf,1.3674448677027016e-14
56,E55_I1,inf,0.0
57,E56_I1,inf,1.495119490022483e-14
58,E57_I1,inf,7.826560560267705e-15
59,E58_I1,inf,5.170072568086469e-15
60,E59_I1,inf,1.6121397664423688e-14
61,E60_I1,inf,1.4055169198022038e-14
62,E61_I1,inf,0.0
63,E62_I1,inf,8.606194962194284e-15
64,E63_I1,inf,0.0
65,E64_I1,inf,6.06939742188045e-15
66,E65_I1,inf,3.783108712710557e-15
67,E66_I1,inf,3.1421699430070775e-14
68,E67_I1,inf,1.0139736693407485e-14
69,E68_I1,inf,1.080217595050131e-14
70,E69_I1,inf,0.0
71,E70_I1,inf,0.0
72,E71_I1,inf,2.3666705778594046e-13
73,E72_I1,inf,1.925376385520849e-14
74,E73_I1,inf,1.3128893162416472e-14
75,E74_I1,inf,1.3523403239706872e-14
76,E75_I1,inf,0.0
77,E76_I1,inf,0.0
78,E77_I1,inf,1.836614976633071e-14
79,E78_I1,inf,0.0
80,E79_I1,inf,4.7901071949128614e-15
81,E80_I1,inf,2.038294388015044e-14
82,E81_I1,inf,0.0
83,E82_I1,inf,1.5848753621187858e-14
84,E83_I1,inf,3.6814755906182216e-14
85,E84_I1,inf,0.0
86,E85_I1,inf,5.481639976319078e-14
87,E86_I1,inf,1.6706248561916477e-14
88,E87_I1,inf,1.3270590590695415e-14
89,E88_I1,inf,0.0
90,E89_I1,inf,6.662967733004252e-15
91,E90_I1,inf,6.44697882103385e-15
92,E91_I1,inf,2.779659516790219e-14
93,E92_I1,inf,0.0
94,E93_I1,inf,1.03861876675544e-14
95,E94_I1,inf,1.3049683976684554e-14
96,E95_I1,inf,1.436239411219489e-14
97,E96_I1,inf,6.126923332807946e-15
98,E97_I1,inf,1.1252233332476944e-14
99,E98_I1,inf,5.193094917314573e-15
100,E99_I1,inf,9.095412166846733e-15
101,E0_I2_P0,,1.546471672442232e-14
102,E0_I2_P1,,1.4166197372396193e-14
103,E0_I2_P2,,2.1214458516742807e-14
104,E0_I2_P3,,8.089512002248428e-15
105,E0_I2_P4,,1.091087312969953e-14
106,E0_I2_P5,,0.0
107,E0_I2_P6,,6.513704329160876e-15
108,E0_I2_P7,,1.298856235423627e-14
109,E0_I2_P8,,7.382426744620271e-15
110,E0_I2_P9,,3.0238709636346777e-14
111,E0_I2_P10,,4.114590649725409e-15
112,E0_I2_P11,,5.704012526664313e-14
113,E0_I2_P12,,0.0
114,E0_I2_P13,,0.0
115,E0_I2_P14,,2.7655698449403472e-14
116,E0_I2_P15,,1.1144749646326371e-14
117,E0_I2_P16,,0.0
118,E0_I2_P17,,6.1677165710032676e-15
119,E0_I2_P18,,5.477057847548358e-15
120,E0_I2_P19,,1.7906136536224778e-14
121,E0_I2_P20,,2.2642166285614484e-14
122,E0_I2_P21,,1.2362673916037391e-14
123,E0_I2_P22,,0.0
124,E0_I2_P23,,0.0
125,E0_I2_P24,,1.214016001811709e-14
126,E0_I2_P25,,8.574063850121247e-15
127,E0_I2_P26,,0.0
128,E0_I2_P27,,2.965463613436966e-14
129,E0_I2_P28,,1.2384249810054637e-14
130,E0_I2_P29,,1.787814114281029e-14
131,E0_I2_P30,,0.0
132,E0_I2_P31,,1.6772486264733198e-14
133,E0_I2_P32,,1.8782853260089697e-14
134,E0_I2_P33,,0.0
135,E0_I2_P34,,0.0
136,E0_I2_P35,,4.736134016875531e-15
137,E0_I2_P36,,8.403634178112776e-15
138,E0_I2_P37,,5.070072176738746e-15
139,E0_I2_P38,,0.0
140,E0_I2_P39,,0.0
141,E0_I2_P40,,1.0271480372849645e-14
142,E0_I2_P41,,1.6992073939478128e-14
143,E0_I2_P42,,5.019620786083313e-14
144,E0_I2_P43,,1.739897257903728e-14
145,E0_I2_P44,,5.9764455586147196e-15
