,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,8.614006831178909e-15,0.0
2,E1_I1,4.819489153902522e-15,2.84744874628393e-14
3,E2_I1,8.323775526564014e-15,0.0
4,E3_I1,4.539863247398978e-15,0.0
5,E4_I1,1.109650732628808e-14,0.0
6,E5_I1,8.90780909354297e-15,0.0
7,E6_I1,9.543751271118734e-15,0.0
8,E7_I1,9.594161562041105e-15,0.0
9,E8_I1,4.8864468006302984e-15,1.7612633661025152e-14
10,E9_I1,9.304303695291695e-15,1.2787950437551754e-14
11,E10_I1,9.54624143087702e-15,0.0
12,E11_I1,1.0149842432609712e-14,2.2140460342477894e-14
13,E12_I1,inf,0.0
14,E13_I1,1.2668582034642375e-14,0.0
15,E14_I1,inf,0.0
16,E15_I1,6.89248901483406e-15,1.559575888029262e-14
17,E16_I1,1.0270556807272801e-14,0.0
18,E17_I1,6.491780040475652e-15,0.0
19,E18_I1,1.0630201157647605e-14,0.0
20,E19_I1,9.651275014018406e-15,2.5930775765460194e-14
21,E20_I1,9.026605039739716e-15,0.0
22,E21_I1,1.138221219573084e-14,0.0
23,E22_I1,1.1685512485121273e-14,0.0
24,E23_I1,1.1836984408033228e-14,0.0
25,E24_I1,9.818195044416519e-15,0.0
26,E25_I1,5.869227202915662e-15,0.0
27,E26_I1,1.0996806496082684e-14,0.0
28,E27_I1,9.12871690135705e-15,0.0
29,E28_I1,7.073376678259844e-15,0.0
30,E29_I1,1.0404362550238814e-14,0.0
31,E30_I1,1.4454689647077375e-14,4.422475076435255e-14
32,E31_I1,7.125128786771238e-15,1.805906172346898e-14
33,E32_I1,5.9285030997362e-15,0.0
34,E33_I1,1.2817038040179856e-14,0.0
35,E34_I1,inf,3.062366325888367e-14
36,E35_I1,1.1789551256987757e-14,0.0
37,E36_I1,9.231912018887943e-15,4.5448394327273446e-14
38,E37_I1,7.67932951469457e-15,2.4874551248131862e-14
39,E38_I1,inf,6.443299057227561e-14
40,E39_I1,1.22347612332302e-14,1.3883973209078914e-14
41,E40_I1,1.0448593463422162e-14,0.0
42,E41_I1,1.003709807997044e-14,0.0
43,E42_I1,3.652318281843466e-15,0.0
44,E43_I1,6.893954482073285e-15,3.394384487250002e-14
45,E44_I1,1.0990246856558675e-14,0.0
46,E45_I1,4.490204589068925e-15,0.0
47,E46_I1,7.332446498709215e-15,0.0
48,E47_I1,7.624537369101844e-15,0.0
49,E48_I1,1.2149681053549135e-14,0.0
50,E49_I1,inf,0.0
51,E50_I1,8.942804736560952e-15,0.0
52,E51_I1,8.17131482767992e-15,0.0
53,E52_I1,5.645238605854642e-15,2.364645044123178e-14
54,E53_I1,4.251995761412857e-15,1.9830301900470986e-14
55,E54_I1,1.1587133579953865e-14,2.339808325460827e-14
56,E55_I1,1.0093018935451132e-14,2.547054017333757e-14
57,E56_I1,1.0610453401664513e-14,1.2153950497002151e-14
58,E57_I1,7.937505043908396e-15,0.0
59,E58_I1,1.2054619523914586e-14,0.0
60,E59_I1,1.3646566065579011e-14,9.286254113482389e-14
61,E60_I1,1.1523269230187174e-14,0.0
62,E61_I1,9.741741263928313e-15,1.2336594142027051e-14
63,E62_I1,inf,1.3392846828980503e-14
64,E63_I1,9.915108660811096e-15,3.8487945501330924e-14
65,E64_I1,1.1310846816505127e-14,7.994481975881932e-15
66,E65_I1,inf,1.577024694869203e-14
