,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.352777777777778,4.265833333333333,4.265833333333333,4.265833333333333,n/a,n/a
1,E0_I1,4.709407933796286e-07,1.0338016506430986e-06,1.0138371718355868e-06,2.457897861520524e-07,0.8,43
2,E1_I1,5.250999541738507e-07,1.3760696338140877e-06,1.430890871388104e-06,3.1158761004190337e-07,0.7,89
3,E2_I1,7.770355349313729e-07,1.231427987750203e-06,1.2741603540080718e-06,2.795926357342807e-07,0.6,77
4,E3_I1,1.7392020051430414e-06,1.1740539833028026e-06,1.165496368916162e-06,2.768295836968809e-07,0.4,53
5,E4_I1,1.25557574383203e-06,7.214055985634744e-07,7.240516914851891e-07,1.6763110504770933e-07,0.5,36
6,E5_I1,9.176851107778596e-07,1.4567364453149818e-06,1.468303096200333e-06,3.3994451873174397e-07,0.6,73
7,E6_I1,3.8058798083815543e-07,1.2128016998749422e-06,1.2338786856482176e-06,2.798840271425596e-07,0.8,66
8,E7_I1,7.60441517341752e-07,1.202427034900531e-06,1.181504666509243e-06,2.8662763591466087e-07,0.7,50
9,E8_I1,1.3098566851813121e-06,1.2155093424876007e-06,1.2120897142451455e-06,2.8511578190518917e-07,0.5,57
10,E9_I1,2.117309442085636e-06,1.0207417383392429e-06,1.0313016784335444e-06,2.3655380435332266e-07,0.3,53
11,E10_I1,1.164864858994513e-06,6.018458808024884e-07,6.081599202361682e-07,1.385810525559873e-07,0.5,32
12,E11_I1,5.903214812383801e-07,1.0771154383056945e-06,1.0974097180602359e-06,2.474293155959363e-07,0.7,60
13,E12_I1,1.2436741469899938e-06,7.911779329162184e-07,7.974084781241062e-07,1.8287968015742392e-07,0.5,41
14,E13_I1,6.783206122430267e-07,3.6448918190969247e-07,3.6154270758003765e-07,8.504733433526101e-08,0.7,17
15,E14_I1,5.300434087035888e-07,7.674868741894121e-07,7.898904602139834e-07,1.7404873693241826e-07,0.7,47
16,E15_I1,5.400364732095057e-07,1.1954071620942516e-06,1.2408408270163651e-06,2.7036903459263697e-07,0.7,77
17,E16_I1,7.764027802073252e-07,4.855258747972311e-07,4.74762323031592e-07,1.1533156647147683e-07,0.7,20
18,E17_I1,1.5505635421463765e-06,5.627831205431025e-07,5.665318302458862e-07,1.3009167561307542e-07,0.4,29
19,E18_I1,8.854750017188559e-07,1.993998103635952e-06,2.0248935996856097e-06,4.6453555826195244e-07,0.6,104
20,E19_I1,6.877932425186353e-07,8.387152900914877e-07,8.319606637181008e-07,1.9735485355393494e-07,0.7,38
21,E20_I1,4.39949041392233e-07,6.61752400213865e-07,6.556482045831024e-07,1.554506519614869e-07,0.8,30
22,E21_I1,6.921630413274151e-07,9.787123990431854e-07,9.73255087045107e-07,2.3005652108209498e-07,0.7,45
23,E22_I1,1.3938469514884977e-06,1.0118955451411712e-06,1.0417543373588963e-06,2.2953226633535366e-07,0.4,62
24,E23_I1,2.067715114889037e-06,8.506997113043533e-07,8.606475336216874e-07,1.9646058396089212e-07,0.3,45
25,E24_I1,1.1985867310424642e-06,1.276186912596763e-06,1.2905630516801125e-06,2.964279186804462e-07,0.5,66
26,E25_I1,1.1821310161796889e-06,4.803680694609497e-07,4.86327335615958e-07,1.1033088434481225e-07,0.5,26
27,E26_I1,1.0148765877216171e-06,1.6479300389749729e-06,1.6552870229140394e-06,3.8632883904902777e-07,0.6,80
28,E27_I1,6.67045723032737e-07,6.269485000137719e-07,6.28096409778459e-07,1.4571920893096602e-07,0.7,31
29,E28_I1,6.229876622158799e-07,8.589770214444653e-07,8.677433680630554e-07,1.9853456052496303e-07,0.7,45
30,E29_I1,1.3761600210133323e-06,4.0804716936445494e-07,4.0515877532228504e-07,9.538070179553595e-08,0.5,19
31,E30_I1,7.843963433527981e-07,6.030617960626129e-07,6.202533897682692e-07,1.3657708193331992e-07,0.6,37
32,E31_I1,6.157731969135976e-07,6.725058609374891e-07,6.828406502080689e-07,1.5433889024462024e-07,0.7,37
33,E32_I1,2.2000803320933682e-07,6.638819218099266e-07,6.567472596900929e-07,1.5578693858932336e-07,0.9,30
34,E33_I1,6.724760245268451e-07,5.41112928301198e-07,5.397079346662422e-07,1.260790291776493e-07,0.7,26
35,E34_I1,9.899446416122853e-07,5.529694473118324e-07,5.501837012228803e-07,1.2923589179893033e-07,0.6,26
36,E35_I1,1.4872909756317666e-06,1.6383888128633518e-06,1.6128691918138064e-06,3.9171040477596264e-07,0.5,68
37,E36_I1,1.0917248053632125e-06,7.502120181947879e-07,7.34880208154724e-07,1.784483176013587e-07,0.6,31
38,E37_I1,1.0282943320747754e-06,6.535554543024607e-07,6.514686029455498e-07,1.5272399230728363e-07,0.6,31
39,E38_I1,1.8033352750833503e-06,7.775834271905089e-07,7.732508089378032e-07,1.8241587020766507e-07,0.4,36
40,E39_I1,1.0175767663977173e-06,8.726555974149087e-07,8.639494980151654e-07,2.0564489513358784e-07,0.6,39
41,E40_I1,1.7812915144252714e-06,1.5883264382835143e-06,1.5957245676349108e-06,3.725949061531986e-07,0.4,77
42,E41_I1,1.5320945943861498e-06,9.836816528110414e-07,9.6423204987081e-07,2.3358766357256874e-07,0.5,41
43,E42_I1,6.788061150692716e-07,1.285146630272302e-06,1.2930370103848403e-06,2.997449520784725e-07,0.7,64
44,E43_I1,4.081534747753467e-07,6.246966939747337e-07,6.284404235850242e-07,1.4452110609237822e-07,0.8,32
45,E44_I1,6.623679168594585e-07,6.512022534557672e-07,6.520772986930887e-07,1.5152856562387337e-07,0.7,32
46,E45_I1,1.010107722625903e-06,8.96986292104012e-07,8.907428889141007e-07,2.1082680760642244e-07,0.6,41
47,E46_I1,1.823762644060951e-06,1.0920469361043342e-06,1.0851518548282706e-06,2.5676407689344283e-07,0.4,50
48,E47_I1,7.517977821850207e-07,8.328914934487006e-07,8.176815205021948e-07,1.9769605451679474e-07,0.7,35
49,E48_I1,1.2285353051310788e-06,1.0137442124663655e-06,1.0273146314369453e-06,2.3297098989616225e-07,0.5,55
50,E49_I1,4.053191063785803e-07,1.2907095412594504e-06,1.3032835741919574e-06,3.001755026332802e-07,0.8,66
51,E50_I1,7.240885067588591e-07,1.01037611742749e-06,1.0062834374094334e-06,2.371701627598161e-07,0.7,47
52,E51_I1,1.1787576115789414e-06,1.3357265402057533e-06,1.3587646330860187e-06,3.0783818520812183e-07,0.5,73
53,E52_I1,9.33193009671259e-07,1.1821655163626374e-06,1.184276472996112e-06,2.767256054906663e-07,0.6,57
54,E53_I1,1.2142367526450756e-06,1.2049192129517628e-06,1.21866675749507e-06,2.790688513728595e-07,0.5,63
55,E54_I1,1.0381162767552663e-06,7.780593697930006e-07,7.720038352639986e-07,1.8203691285545667e-07,0.6,36
56,E55_I1,9.50407821845093e-07,1.2299041532735806e-06,1.2288948968042518e-06,2.8876787527211005e-07,0.6,58
57,E56_I1,1.7585934907606852e-06,7.283486943848028e-07,7.253626624401077e-07,1.6937131996510726e-07,0.4,35
58,E57_I1,6.514661596595896e-07,8.485056808056179e-07,8.482553118699122e-07,1.9796974587734574e-07,0.7,41
59,E58_I1,9.996417415398603e-07,1.1866991332370472e-06,1.1854712791660106e-06,2.7849340031326296e-07,0.6,56
60,E59_I1,1.2559864071376044e-06,1.3765599249662039e-06,1.3942211483952717e-06,3.1813651886090204e-07,0.5,73
61,E60_I1,1.8688306620561882e-06,8.575447719929751e-07,8.774654473888383e-07,1.956164776561793e-07,0.3,50
62,E61_I1,1.6475905200699743e-06,7.373558984029513e-07,7.406072020523718e-07,1.7123195144921052e-07,0.4,37
63,E62_I1,7.739935580778566e-07,1.2617233633648854e-06,1.241850018331728e-06,3.0051176514449607e-07,0.7,53
64,E63_I1,6.313542390670919e-07,6.232377432188431e-07,6.245235418629974e-07,1.4465637293524152e-07,0.7,31
65,E64_I1,1.090272260237601e-06,5.626482978036404e-07,5.529397928950424e-07,1.3313844364488173e-07,0.6,24
66,E65_I1,1.0813420661059097e-06,1.1603542038321209e-06,1.198823831464495e-06,2.6349702306196046e-07,0.5,72
67,E66_I1,1.6475741986413891e-06,1.1120966545652846e-06,1.1223418256690055e-06,2.582923251301545e-07,0.4,57
68,E67_I1,1.008098931869378e-06,6.477411055243306e-07,6.436572765597508e-07,1.5179488353471402e-07,0.6,30
69,E68_I1,5.113850419200681e-07,9.536379479563297e-07,9.27168588887705e-07,2.2892378086372213e-07,0.8,37
70,E69_I1,4.064060005363743e-07,1.3912135905501764e-06,1.3895738625371036e-06,3.2736541782389195e-07,0.8,65
71,E70_I1,1.2596830699820664e-06,1.3459798358317276e-06,1.3626435963702458e-06,3.1259018048432887e-07,0.5,70
72,E71_I1,9.536849437727928e-07,8.681422841509648e-07,8.704980275553009e-07,2.0190856640230491e-07,0.6,43
73,E72_I1,6.630897911035164e-07,1.5186198254901424e-06,1.5365054749549561e-06,3.536499889262316e-07,0.7,78
74,E73_I1,1.1770352655857604e-06,9.025181530644249e-07,9.154568495019216e-07,2.0761761403725884e-07,0.5,49
75,E74_I1,6.123517029237763e-07,1.2187341205958713e-06,1.2315507447496132e-06,2.828508867907646e-07,0.7,63
76,E75_I1,1.55816782716411e-06,1.2563563653552329e-06,1.274798645993632e-06,2.905804758687264e-07,0.4,67
77,E76_I1,6.532564514893102e-07,1.1061121683246478e-06,1.1038552987034532e-06,2.5952703101795204e-07,0.7,52
78,E77_I1,8.909199555092268e-07,9.670752534108776e-07,9.769946432547497e-07,2.231207267314131e-07,0.6,51
79,E78_I1,9.170233705353478e-07,5.000578062196358e-07,5.038376003491871e-07,1.1543382174060376e-07,0.6,26
80,E79_I1,1.3229714755753633e-06,1.0202772323235763e-06,1.0258968723435494e-06,2.375240226941282e-07,0.5,51
81,E80_I1,9.534344172109877e-07,1.3431341058305756e-06,1.341327480724427e-06,3.156276789280215e-07,0.6,63
82,E81_I1,9.086116287433223e-07,9.863181143667018e-07,9.9016237178425e-07,2.2954604707702576e-07,0.6,49
83,E82_I1,9.116966198158309e-07,1.1613940955341539e-06,1.1730643898730696e-06,2.6942853265224594e-07,0.6,60
