,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.3505555555555557,4.250277777777778,4.250277777777778,4.250277777777778,n/a,n/a
1,E0_I1,8.894178161648169e-07,1.15123940564007e-06,1.190786552349222e-06,2.6188703096685073e-07,0.57,70
2,E1_I1,9.278643589375891e-07,1.3188357563126613e-06,1.3201206870561717e-06,3.1037983820956776e-07,0.62,61
3,E2_I1,1.113383021177276e-06,6.64974615333334e-07,6.636667278891531e-07,1.5555426749188178e-07,0.56,31
4,E3_I1,1.2199579161931925e-06,8.061802634237589e-07,7.882521601270681e-07,1.9250590668711362e-07,0.57,32
5,E4_I1,8.268755229209151e-07,1.075481581891775e-06,1.0909976426164027e-06,2.489917564067989e-07,0.62,56
6,E5_I1,7.913147404234183e-07,6.807976839160773e-07,6.930277403186008e-07,1.5645166413757096e-07,0.63,37
7,E6_I1,8.633250482550412e-07,8.292345981732038e-07,8.554135133817657e-07,1.8841602945913943e-07,0.57,50
8,E7_I1,1.3107222994909165e-06,8.617827381651102e-07,8.460817219600474e-07,2.0547170011419177e-07,0.56,35
9,E8_I1,8.7554091909206e-07,1.230866862182746e-06,1.2449866505006035e-06,2.8655089392843063e-07,0.61,62
10,E9_I1,1.112977886784708e-06,8.131113864585256e-07,8.065959342782416e-07,1.9155458594184465e-07,0.56,36
11,E10_I1,8.939118195674415e-07,8.546637035044718e-07,8.58169998577327e-07,1.9848991893547035e-07,0.6,42
12,E11_I1,1.2375516193256293e-06,7.170293877746405e-07,7.149688103221442e-07,1.6815419446072192e-07,0.53,33
13,E12_I1,9.6685057261085e-07,7.741496615845567e-07,7.859758664964766e-07,1.7857570517503379e-07,0.57,41
14,E13_I1,8.218956403514522e-07,8.404838308020083e-07,8.449340038938291e-07,1.9590204638113384e-07,0.64,41
15,E14_I1,7.323479224022744e-07,5.545527362443587e-07,5.582434972178917e-07,1.2822959084488791e-07,0.67,28
16,E15_I1,9.254477454170556e-07,1.104258997079205e-06,1.1093889408701038e-06,2.5835817824454397e-07,0.6,53
17,E16_I1,6.853051135786036e-07,9.369788829679197e-07,9.721150749026693e-07,2.1198377792269518e-07,0.63,59
18,E17_I1,9.727555498101324e-07,1.1668756232910109e-06,1.177900216094349e-06,2.719739751074301e-07,0.57,58
19,E18_I1,7.740312518674397e-07,5.218128147792217e-07,5.222968933120783e-07,1.2156806067917534e-07,0.65,25
20,E19_I1,1.0281203990314833e-06,1.138831758160834e-06,1.1213054671673366e-06,2.71247184259539e-07,0.61,47
21,E20_I1,8.283161691572066e-07,9.767342500670018e-07,9.895954178056514e-07,2.255963948229819e-07,0.61,51
22,E21_I1,1.2971937173797897e-06,1.0533150986071543e-06,1.0587309662588202e-06,2.459816423696119e-07,0.5,51
23,E22_I1,1.4268874674220918e-06,5.931010107971225e-07,5.873338061053194e-07,1.3981604450872144e-07,0.49,26
24,E23_I1,1.2937370024634458e-06,1.1442523899464837e-06,1.163496840020577e-06,2.6398044678294346e-07,0.46,61
25,E24_I1,1.0061706606878656e-06,5.191318627270405e-07,5.115722325823972e-07,1.2281716292144044e-07,0.61,22
26,E25_I1,8.351163956855575e-07,8.061741557948551e-07,8.170056401710334e-07,1.8638133139984337e-07,0.6,42
27,E26_I1,1.0582695719524406e-06,9.713698019216046e-07,9.588357521431205e-07,2.305817889115097e-07,0.6,41
28,E27_I1,1.021250517301824e-06,8.441195728209641e-07,8.552598273591183e-07,1.9506684482527632e-07,0.55,44
29,E28_I1,8.667446834021966e-07,8.37085185241534e-07,8.605556702238601e-07,1.9088958703823466e-07,0.58,49
30,E29_I1,7.552565004931273e-07,8.823716009596246e-07,9.058970796833026e-07,2.015649168641305e-07,0.62,51
31,E30_I1,1.0499968046666862e-06,7.403394607961469e-07,7.435384975547136e-07,1.7250126148941657e-07,0.57,36
32,E31_I1,1.0698537921311857e-06,1.3117553566921133e-06,1.3130606444125797e-06,3.082446300551908e-07,0.57,61
33,E32_I1,1.1256372059595888e-06,1.0855528078363525e-06,1.073024665884308e-06,2.578482045025356e-07,0.57,46
34,E33_I1,7.698776347403116e-07,7.596314819948396e-07,7.651590269370418e-07,1.7624826204232526e-07,0.65,38
35,E34_I1,1.147865000152662e-06,7.326076341421451e-07,7.163446174112238e-07,1.7509066107136512e-07,0.58,29
36,E35_I1,1.0320017089324552e-06,7.313841181626129e-07,7.215616084790731e-07,1.7328110740253115e-07,0.6,31
37,E36_I1,1.1246823884216967e-06,1.0854786668364162e-06,1.0790078271724858e-06,2.564938251562312e-07,0.55,48
38,E37_I1,1.5370029171716893e-06,1.8090589562673451e-06,1.758017704578458e-06,4.3964206318022876e-07,0.51,66
39,E38_I1,1.2379830849237583e-06,4.811039423378269e-07,4.750632887749309e-07,1.1313691667150117e-07,0.55,21
40,E39_I1,1.1644014044319796e-06,5.698481981579247e-07,5.72322526262257e-07,1.3238867393471164e-07,0.54,28
41,E40_I1,1.1033844243510184e-06,9.794963107275747e-07,9.750246377985779e-07,2.3081396895997183e-07,0.56,44
42,E41_I1,8.461979884607921e-07,1.4434292299884466e-06,1.4644965837825916e-06,3.3570197009319625e-07,0.61,74
43,E42_I1,1.494418076059864e-06,9.909176944089271e-07,9.605434155397542e-07,2.383306084828344e-07,0.54,37
44,E43_I1,1.0393236081618795e-06,7.196148851786011e-07,7.270671356844973e-07,1.6633281013552616e-07,0.54,37
