,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,4.610277777777778,6.561944444444444,6.561944444444444,6.561944444444444,n/a,n/a
1,E0_I1,8.894807799930709e-15,2.0151128788422958e-14,2.0148515986420075e-14,3.649344327139722e-15,0.07,12
2,E1_I1,1.1701844684144747e-14,6.701524320244401e-15,6.702164834811324e-15,1.2133634700094884e-15,0.03,4
3,E2_I1,1.07800999921544e-14,1.6813663136805045e-15,1.680942106728538e-15,3.045304206578085e-16,0.04,1
4,E3_I1,1.0835342909396826e-14,1.6900018725643897e-15,1.6887304205920376e-15,3.0624754842152315e-16,0.04,1
5,E4_I1,8.879224439055342e-15,6.7052507746613504e-15,6.7055284987678444e-15,1.21410405964067e-15,0.07,4
6,E5_I1,8.936270738814172e-15,6.748427220115948e-15,6.74448006946764e-15,1.2226871631033367e-15,0.07,4
7,E6_I1,1.3164658265955056e-14,5.068482559659218e-15,5.064817474932442e-15,9.184395889786025e-16,0.02,3
8,E7_I1,8.877011005803294e-15,5.027682398011497e-15,5.0280123952664044e-15,9.103283637325155e-16,0.07,3
9,E8_I1,7.33321964737431e-15,1.1675414066558051e-14,1.1681611142848125e-14,2.1130049631412312e-15,0.11,7
10,E9_I1,1.5425701384925633e-14,1.1771754516110784e-14,1.176857165360292e-14,2.132148551101612e-15,0.01,7
11,E10_I1,8.932364302778658e-15,3.3727372051668446e-15,3.3709068594853897e-15,6.110496068520496e-16,0.07,2
12,E11_I1,8.802845764598071e-15,4.9855865632150165e-15,4.989995955065134e-15,9.019662980717924e-16,0.07,3
13,E12_I1,1.0781603699734262e-14,3.363204789117216e-15,3.362308339204347e-15,6.0915429587664e-16,0.04,2
14,E13_I1,7.702465736020038e-15,6.7176387416499525e-15,6.716708075371432e-15,1.2165661970021407e-15,0.1,4
15,E14_I1,1.0797681464463376e-14,3.368228910440321e-15,3.3668426669242526e-15,6.101536092891696e-16,0.04,2
16,E15_I1,1.0798355112798347e-14,1.3473759492278361e-14,1.3468130536385826e-14,2.440781933895624e-15,0.04,8
17,E16_I1,9.932404614380459e-15,1.664506733211896e-15,1.6657215072948659e-15,3.011806113842888e-16,0.05,1
18,E17_I1,9.411701819316046e-15,3.3589820048168518e-15,3.35850046681506e-15,6.083153545005072e-16,0.06,2
19,E18_I1,1.0769738601890449e-14,3.359494233212263e-15,3.3589615487060478e-15,6.084169258592087e-16,0.04,2
20,E19_I1,7.982251598799784e-15,1.6642272566032988e-15,1.6654693844746446e-15,3.0112518963740916e-16,0.09,1
21,E20_I1,8.824078623408949e-15,1.3327044094872684e-14,1.3335690061676334e-14,2.4116253231427735e-15,0.07,8
22,E21_I1,8.055895489220501e-15,1.0077699630336473e-14,1.0076175583395125e-14,1.8250945773675035e-15,0.09,6
23,E22_I1,9.98249303831946e-15,2.34209096528855e-14,2.3426461076364624e-14,4.239922882063365e-15,0.05,14
24,E23_I1,9.388135035712031e-15,1.6752764678660071e-15,1.675446551871547e-15,3.033200280834713e-16,0.06,1
25,E24_I1,9.40222408687322e-15,1.1744591811789506e-14,1.1744044681187586e-14,2.1267454349637788e-15,0.06,7
26,E25_I1,1.0728216550717071e-14,1.6732564986094088e-15,1.6736229021811683e-15,3.029185972862037e-16,0.04,1
27,E26_I1,9.407321420794183e-15,5.036122568453529e-15,5.035629978648312e-15,9.12005893478105e-16,0.06,3
28,E27_I1,1.077339741089444e-14,0.0,0.0,0.0,0.04,0
29,E28_I1,inf,1.676793479129542e-15,1.6768147238056972e-15,3.0362127113400427e-16,0.0,1
30,E29_I1,9.407677592277392e-15,5.03631629310907e-15,5.035802419721783e-15,9.120438757342004e-16,0.06,3
31,E30_I1,8.431270900665868e-15,8.379479829288683e-15,8.380027688445473e-15,1.5172154873110785e-15,0.08,5
32,E31_I1,8.905216204450627e-15,5.0436932279476694e-15,5.042459764277714e-15,9.135104947969362e-16,0.07,3
33,E32_I1,1.0050244653845347e-14,6.737193929660443e-15,6.734349291701445e-15,1.2204535746325883e-15,0.05,4
34,E33_I1,8.822113024906827e-15,9.993040894805244e-15,9.99975197402128e-15,1.808275846064518e-15,0.07,6
35,E34_I1,1.5371949787250223e-14,6.703233114775594e-15,6.703699884267655e-15,1.2137014352720459e-15,0.01,4
36,E35_I1,9.36162666861731e-15,6.682141564710656e-15,6.684666723914265e-15,1.2095124024025796e-15,0.06,4
37,E36_I1,9.365571996619678e-15,3.3424833075600667e-15,3.343607527025487e-15,6.050365444711183e-16,0.06,2
38,E37_I1,8.472047560717516e-15,8.420102070445103e-15,8.416675615226111e-15,1.5252890083704222e-15,0.08,5
39,E38_I1,9.375442093571668e-15,1.1711042826353908e-14,1.1713781928197829e-14,2.120082793654048e-15,0.06,7
40,E39_I1,9.432418889183061e-15,6.732790981697715e-15,6.7303719727533085e-15,1.2195769111755577e-15,0.06,4
41,E40_I1,8.873950628883129e-15,1.1727203016415157e-14,1.1728370395524392e-14,2.123294032002517e-15,0.07,7
42,E41_I1,1.0733972745983702e-14,5.02246696072948e-15,5.023305437849269e-15,9.092921352908432e-16,0.04,3
