,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.3530555555555557,4.2675,4.2675,4.2675,n/a,n/a
1,E0_I1,1.175801421429015e-06,9.326613991202129e-07,9.185805593983823e-07,2.2110102364812443e-07,0.58,40
2,E1_I1,1.1381178055011505e-06,1.0878401487580536e-06,1.051676669643253e-06,2.61679972207371e-07,0.61,41
3,E2_I1,1.4981731289240005e-06,8.083729472186462e-07,8.224640607592244e-07,1.8550638439406343e-07,0.41,45
4,E3_I1,9.337352863748831e-07,7.608091750586784e-07,7.765422183386147e-07,1.7348032318041076e-07,0.57,44
5,E4_I1,1.173697033263603e-06,1.1235045238894508e-06,1.1415598498010977e-06,2.591633526600108e-07,0.51,61
6,E5_I1,9.8826218832887e-07,7.96470434048068e-07,8.071850951953732e-07,1.8340796468504856e-07,0.57,43
7,E6_I1,7.827231410784294e-07,1.3536457461924368e-06,1.3689417945918335e-06,3.14622673860203e-07,0.65,70
8,E7_I1,1.156853422707443e-06,1.406258382680604e-06,1.3867458306164172e-06,3.344208215071316e-07,0.59,60
9,E8_I1,9.167542979639192e-07,1.8241860175764083e-06,1.8787463352106808e-06,4.191285692854396e-07,0.56,107
10,E9_I1,7.527911062876353e-07,6.546049819199272e-07,6.547659937543405e-07,1.5242053359834806e-07,0.67,32
11,E10_I1,1.0788140149434026e-06,1.103935008054768e-06,1.1170324108492002e-06,2.55628364169816e-07,0.53,58
12,E11_I1,9.354604559472274e-07,1.0915046850675145e-06,1.0927202968881762e-06,2.549209378826489e-07,0.59,53
13,E12_I1,1.11236362942342e-06,5.797322024478723e-07,5.666153160718921e-07,1.3750583430111084e-07,0.58,24
14,E13_I1,1.2002496612220717e-06,6.824098582431826e-07,6.727583704642124e-07,1.6080566597477618e-07,0.56,30
15,E14_I1,8.511061524736115e-07,6.710643829298252e-07,6.813398284318447e-07,1.5399359558411822e-07,0.62,37
16,E15_I1,7.33853208997565e-07,1.0562633419543678e-06,1.0596511508719059e-06,2.4638549059006154e-07,0.68,52
17,E16_I1,1.1810964554057751e-06,1.259750971627978e-06,1.2455997262694577e-06,2.985895743495487e-07,0.56,55
18,E17_I1,8.919407726026709e-07,8.402940614131861e-07,8.55458324810156e-07,1.9272812465637497e-07,0.59,47
19,E18_I1,1.0232172108577282e-06,4.950425794568119e-07,4.942340619860328e-07,1.152612354663536e-07,0.59,24
20,E19_I1,1.1740604846406933e-06,1.1607960626576608e-06,1.1817760690739404e-06,2.673025470993142e-07,0.51,64
21,E20_I1,9.529438880133452e-07,1.1800459299287295e-06,1.1819180686582451e-06,2.7617956515401297e-07,0.59,57
22,E21_I1,8.446768059536935e-07,5.929131433094083e-07,6.046260454991104e-07,1.353536830772422e-07,0.59,34
23,E22_I1,9.775471836770776e-07,6.269761597775668e-07,6.299983169891199e-07,1.4506405359334405e-07,0.59,32
24,E23_I1,5.158283670653466e-07,5.755790226152121e-07,5.928540507839499e-07,1.2999618792272488e-07,0.72,36
25,E24_I1,1.235260088678669e-06,7.705956232125433e-07,7.814999935134579e-07,1.7713935043533828e-07,0.49,42
