,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.352777777777778,4.265833333333333,4.265833333333333,4.265833333333333,n/a,n/a
1,E0_I1,,1.0057692402790302e-06,1.3643889880018174e-06,1.7493029742635857e-07,,101449
2,E1_I1,,1.0208425512539635e-06,1.2882752916048225e-06,1.724905496427924e-07,,71772
3,E2_I1,,1.0150928964583497e-06,1.3777743761736966e-06,1.7662934412463615e-07,,102512
4,E3_I1,,9.933228255893248e-07,1.3280461043698357e-06,1.70943125599511e-07,,96133
5,E4_I1,,1.0050618541808452e-06,1.3146813396547197e-06,1.7165602634032384e-07,,86439
6,E5_I1,,9.902604878425665e-07,1.269420827924636e-06,1.6749766290485555e-07,,77834
7,E6_I1,,1.0012098977657655e-06,1.2991610928798482e-06,1.703736909132896e-07,,82962
8,E7_I1,,1.0203126905420266e-06,1.4016874471293919e-06,1.794064251993716e-07,,105442
9,E8_I1,,1.0017524465971222e-06,1.3049097404203462e-06,1.708723570381551e-07,,84161
10,E9_I1,,1.0298064525633093e-06,1.3829918799195271e-06,1.7888528833186972e-07,,96860
11,E10_I1,,9.83641471248577e-07,1.2628352987024427e-06,1.666063138206021e-07,,77499
12,E11_I1,,9.863571513158676e-07,1.2725308176952137e-06,1.6704089201222096e-07,,80747
13,E12_I1,,9.923883461157448e-07,1.3083018732908118e-06,1.696105280384312e-07,,90231
14,E13_I1,,9.942428329560237e-07,1.3487651877609032e-06,1.7229880207592583e-07,,102814
15,E14_I1,,1.02639477670349e-06,1.3946026957067114e-06,1.8013389943784625e-07,,98605
16,E15_I1,,9.959563883398072e-07,1.3265777683048984e-06,1.7145260720759965e-07,,93407
17,E16_I1,,9.888315712037655e-07,1.277889592484829e-06,1.6750234900536114e-07,,81869
18,E17_I1,,9.862843734785848e-07,1.2655628981751087e-06,1.6676556686616587e-07,,78286
19,E18_I1,,9.797427961175114e-07,1.2542088518958316e-06,1.6502643943887158e-07,,78343
20,E19_I1,,1.0067299702882933e-06,1.342334264254708e-06,1.7350709447545753e-07,,94450
21,E20_I1,,1.0044119502864365e-06,1.3036168007228436e-06,1.7135531413847225e-07,,81973
22,E21_I1,,9.907624786886718e-07,1.2995739487552467e-06,1.6961516536464037e-07,,85676
23,E22_I1,,9.886881751122873e-07,1.2406939293576765e-06,1.6561919975357591e-07,,70492
24,E23_I1,,1.0139323813869337e-06,1.3573765920515245e-06,1.754338872924765e-07,,95573
25,E24_I1,,1.002838019165691e-06,1.3107066031670511e-06,1.7160641605850082e-07,,84617
26,E25_I1,,9.828747101542457e-07,1.2714810408516898e-06,1.6639560582648403e-07,,82332
27,E26_I1,,1.0068577320006035e-06,1.3890688581241082e-06,1.7650960295386616e-07,,109812
28,E27_I1,,9.819497915072984e-07,1.2427946843548932e-06,1.648101243803798e-07,,73722
29,E28_I1,,9.915001316234007e-07,1.2767126907450367e-06,1.6798671507421761e-07,,79751
30,E29_I1,,1.0028013916017477e-06,1.2976138136907385e-06,1.7078095035740614e-07,,80918
31,E30_I1,,1.0346517249655066e-06,1.4133978694219534e-06,1.8148021061619588e-07,,104046
32,E31_I1,,9.902973806708417e-07,1.281633761449942e-06,1.6787292881348387e-07,,82501
33,E32_I1,,1.0106515177858387e-06,1.3284106691376845e-06,1.7319963857812566e-07,,88185
34,E33_I1,,9.817054775664583e-07,1.228727394579674e-06,1.6425902817658033e-07,,69158
35,E34_I1,,1.011660159164644e-06,1.3533091129955888e-06,1.748898962157688e-07,,95354
36,E35_I1,,1.0048229556354956e-06,1.375118489004308e-06,1.751500271362033e-07,,106957
37,E36_I1,,9.90623434552667e-07,1.2334462777110344e-06,1.6580652812617798e-07,,66971
38,E37_I1,,9.78228355945737e-07,1.276400049131418e-06,1.6599208367079438e-07,,86202
39,E38_I1,,9.846045055042885e-07,1.2677101716394134e-06,1.6695817722245646e-07,,78700
40,E39_I1,,1.0268185494025042e-06,1.3524368725121806e-06,1.7666532347732012e-07,,88654
41,E40_I1,,1.0154167697840412e-06,1.3453392594529215e-06,1.747476655561067e-07,,91593
42,E41_I1,,1.0007063475071661e-06,1.3502987901317503e-06,1.7339392655867886e-07,,99340
43,E42_I1,,1.0160614326229832e-06,1.355735126954924e-06,1.756564367062228e-07,,93874
44,E43_I1,,1.006616424400679e-06,1.3584567543697562e-06,1.7461766605746967e-07,,99256
45,E44_I1,,9.826615662781572e-07,1.2435469022357421e-06,1.6493870610294355e-07,,73682
46,E45_I1,,1.008279922755438e-06,1.3249914570305167e-06,1.7287392218400388e-07,,87550
47,E46_I1,,9.87607287576244e-07,1.2789258941139199e-06,1.6746078913924822e-07,,82515
48,E47_I1,,1.0070728201462152e-06,1.3214597120502188e-06,1.725475092085004e-07,,86863
49,E48_I1,,9.986652388727029e-07,1.3125390611796498e-06,1.708568189698389e-07,,88070
50,E49_I1,,9.993220483004248e-07,1.3053770847238266e-06,1.7069820805686815e-07,,84968
51,E50_I1,,1.0328677787627033e-06,1.3964208074707818e-06,1.802853414891596e-07,,99043
52,E51_I1,,9.65814690374883e-07,1.2022547207408171e-06,1.6069202351796356e-07,,67745
53,E52_I1,,9.742621826832525e-07,1.2190322449701697e-06,1.6267658086065078e-07,,69403
54,E53_I1,,1.0032378718076491e-06,1.3165950495075048e-06,1.7229358139074743e-07,,85273
55,E54_I1,,1.019277762066611e-06,1.3838587853039293e-06,1.7788856629681996e-07,,101090
56,E55_I1,,9.964089541416582e-07,1.3588194214086632e-06,1.7306119819394558e-07,,105743
