,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,inf,7.353176369170663e-15
2,E1_I1,inf,1.2852783851047676e-14
3,E2_I1,inf,8.141090782510207e-15
4,E3_I1,inf,9.423556457629088e-15
5,E4_I1,inf,8.187588591992605e-15
6,E5_I1,inf,8.358339146353974e-15
7,E6_I1,inf,6.764332688344487e-15
8,E7_I1,inf,4.25250044401721e-15
9,E8_I1,inf,3.459131071518561e-15
10,E9_I1,inf,8.06770167884325e-15
11,E10_I1,inf,5.563758920427782e-15
12,E11_I1,inf,5.619250407856678e-15
13,E12_I1,inf,7.161457775394512e-15
14,E13_I1,inf,5.611127688557768e-15
15,E14_I1,inf,1.003969921862692e-14
16,E15_I1,inf,4.566984319434449e-15
17,E16_I1,inf,6.0197966192034e-15
18,E17_I1,inf,5.594755454679579e-15
19,E18_I1,inf,4.65634133705302e-15
20,E19_I1,inf,7.647574048924576e-15
21,E20_I1,inf,1.643696440545376e-14
22,E21_I1,inf,1.2330015263311318e-14
23,E22_I1,inf,6.546712502531431e-15
24,E23_I1,inf,1.828076300246551e-15
25,E24_I1,inf,6.0617600650704375e-15
26,E25_I1,inf,1.0987734577094734e-14
27,E26_I1,inf,4.4978781812290366e-15
28,E27_I1,inf,2.759421214697702e-15
29,E28_I1,inf,1.1501325851101076e-14
30,E29_I1,inf,1.3325464509347294e-14
31,E30_I1,inf,1.0229738903621552e-14
32,E31_I1,inf,9.195607024828859e-15
33,E32_I1,inf,8.961664196682566e-15
34,E33_I1,inf,1.1275587843048892e-14
35,E34_I1,inf,1.3072604043555265e-14
36,E35_I1,inf,9.676463178781433e-15
37,E36_I1,inf,7.683983277860828e-15
38,E37_I1,inf,1.145255061820257e-14
39,E38_I1,inf,5.0594558829644765e-15
40,E39_I1,inf,2.118229815493076e-14
41,E40_I1,inf,7.595238120363843e-15
42,E41_I1,inf,7.289308170873341e-15
43,E42_I1,inf,9.67373670675103e-15
44,E43_I1,inf,7.5703326373092e-15
45,E44_I1,inf,4.1048849818093145e-15
46,E45_I1,inf,1.1611395651437836e-14
47,E46_I1,inf,7.132665606258105e-15
48,E47_I1,inf,7.838917616710318e-15
49,E48_I1,inf,6.7809160889023455e-15
50,E49_I1,inf,5.468784738281325e-15
51,E50_I1,inf,1.1947901398147743e-14
52,E51_I1,inf,4.338316904397944e-15
53,E52_I1,inf,1.0463367550480774e-14
54,E53_I1,inf,9.358589743886939e-15
55,E54_I1,inf,1.4783658714409856e-14
56,E55_I1,inf,2.312158885752623e-14
57,E56_I1,inf,1.0665459880135964e-14
58,E57_I1,inf,8.053424122353874e-15
59,E58_I1,inf,6.0076798520909514e-15
60,E59_I1,inf,9.394366201980602e-15
61,E60_I1,inf,3.082376871834216e-15
62,E61_I1,inf,1.1957642311227417e-14
63,E62_I1,inf,6.855989961196521e-15
64,E63_I1,inf,8.753350425225199e-15
65,E64_I1,inf,7.787419339841403e-15
66,E65_I1,inf,1.4181333602445233e-14
67,E66_I1,inf,1.927841532682454e-14
68,E67_I1,inf,3.8592762467473424e-15
69,E68_I1,inf,8.751887156223997e-15
70,E69_I1,inf,7.187779365210475e-15
71,E70_I1,inf,1.1432794717702892e-14
72,E71_I1,inf,1.4954873658686168e-15
73,E72_I1,inf,7.619465232348269e-15
74,E73_I1,inf,1.3282209198903338e-14
75,E74_I1,inf,2.2532158274873833e-15
76,E75_I1,inf,5.410773641638207e-15
77,E76_I1,inf,9.747634254829516e-15
78,E77_I1,inf,1.079725503589601e-15
79,E78_I1,inf,1.2279892842191857e-14
80,E79_I1,inf,4.614845330803434e-15
81,E80_I1,inf,6.9512984974205134e-15
82,E81_I1,inf,5.889584744102024e-15
83,E82_I1,inf,9.708645051548105e-15
84,E83_I1,inf,1.551225115163931e-14
85,E84_I1,inf,9.219552230549687e-15
86,E85_I1,inf,1.3225899565038628e-15
87,E86_I1,inf,4.7287378634298875e-15
88,E87_I1,inf,9.072339374012896e-15
89,E88_I1,inf,7.660040310042838e-15
90,E89_I1,inf,7.597609594765394e-15
91,E90_I1,inf,3.3902684755637623e-15
92,E91_I1,inf,1.2874480642012841e-14
93,E92_I1,inf,1.1482576214748598e-14
94,E93_I1,inf,9.49025594445662e-15
95,E94_I1,inf,7.998628375002893e-15
96,E95_I1,inf,1.0152893832314235e-14
97,E96_I1,inf,4.01784376776356e-15
98,E97_I1,inf,1.3858446118595568e-14
99,E98_I1,inf,5.8429643165920844e-15
100,E99_I1,inf,1.2398211297281386e-14
101,E0_I2_P0,,3.732308765076944e-15
102,E0_I2_P1,,9.352413285319655e-15
103,E0_I2_P2,,7.357395159249236e-15
104,E0_I2_P3,,5.916559889924267e-15
105,E0_I2_P4,,1.6887435532007153e-14
106,E0_I2_P5,,4.9741858707594155e-15
107,E0_I2_P6,,7.840991679640558e-15
108,E0_I2_P7,,5.653138928839246e-15
109,E0_I2_P8,,5.969502821730936e-15
110,E0_I2_P9,,1.2419071973253777e-14
111,E0_I2_P10,,3.3155733134969436e-15
112,E0_I2_P11,,1.0043747868619679e-14
113,E0_I2_P12,,3.577804268002882e-15
114,E0_I2_P13,,1.2261523161552161e-14
115,E0_I2_P14,,3.930956734463958e-15
116,E0_I2_P15,,9.950915150149587e-15
117,E0_I2_P16,,1.2509089656181168e-14
118,E0_I2_P17,,1.0826785011495695e-15
119,E0_I2_P18,,6.431840497555909e-15
120,E0_I2_P19,,4.60018262276952e-15
121,E0_I2_P20,,7.090790878280965e-15
122,E0_I2_P21,,8.16204322907137e-15
123,E0_I2_P22,,9.930427461821103e-15
124,E0_I2_P23,,8.762930033788402e-15
125,E0_I2_P24,,1.2138996488851433e-14
126,E0_I2_P25,,9.866506934691166e-15
127,E0_I2_P26,,8.128955275616039e-15
128,E0_I2_P27,,7.171558760912413e-15
129,E0_I2_P28,,1.271248749113205e-14
130,E0_I2_P29,,1.092851879042755e-14
131,E0_I2_P30,,4.720449003559676e-15
132,E0_I2_P31,,7.64075233701673e-15
133,E0_I2_P32,,1.3416905882591078e-14
134,E0_I2_P33,,3.770290741773518e-15
135,E0_I2_P34,,2.901241298813398e-15
136,E0_I2_P35,,5.35169596875507e-15
137,E0_I2_P36,,7.788324189564286e-15
138,E0_I2_P37,,6.928897313361784e-15
139,E0_I2_P38,,6.188446441846625e-15
140,E0_I2_P39,,8.704511372821248e-15
141,E0_I2_P40,,1.6174093537559467e-15
142,E0_I2_P41,,1.5468454000257812e-14
143,E0_I2_P42,,6.033318241943504e-15
144,E0_I2_P43,,6.643581857321087e-15
145,E0_I2_P44,,4.674128059727182e-15
146,E0_I2_P45,,2.2329797634103233e-14
147,E0_I2_P46,,1.1460908233675082e-14
148,E0_I2_P47,,1.1352650129447702e-14
149,E0_I2_P48,,4.170043833065633e-15
150,E0_I2_P49,,6.762898025670743e-15
151,E0_I2_P50,,2.065277901708881e-14
152,E0_I2_P51,,1.0286739297427562e-14
153,E0_I2_P52,,3.1986231572086004e-15
154,E0_I2_P53,,4.349511851520058e-15
155,E0_I2_P54,,5.8599358281673525e-15
156,E0_I2_P55,,3.767946744294592e-15
157,E0_I2_P56,,7.960538894941608e-15
158,E0_I2_P57,,6.676478995851894e-15
159,E0_I2_P58,,7.248308073511263e-15
160,E0_I2_P59,,7.289906188936413e-15
161,E0_I2_P60,,1.1654307739976748e-14
162,E0_I2_P61,,7.498282405139641e-15
163,E0_I2_P62,,1.1213483950768501e-14
164,E0_I2_P63,,2.79016211935718e-15
165,E0_I2_P64,,4.786146876783431e-15
166,E0_I2_P65,,5.6112166893336195e-15
167,E0_I2_P66,,7.752999820244658e-15
168,E0_I2_P67,,5.18605962782425e-15
169,E0_I2_P68,,7.828301157995938e-15
170,E0_I2_P69,,6.245218069241576e-15
171,E0_I2_P70,,6.314762107832384e-15
172,E0_I2_P71,,1.180084249189332e-15
173,E0_I2_P72,,4.398805692762431e-15
174,E0_I2_P73,,1.3167380882022116e-14
175,E0_I2_P74,,6.9442046255899436e-15
176,E0_I2_P75,,4.879630195815069e-15
177,E0_I2_P76,,3.6806159076980275e-15
178,E0_I2_P77,,7.85084287827518e-15
179,E0_I2_P78,,3.48734004789509e-15
180,E0_I2_P79,,4.151814909193864e-15
181,E0_I2_P80,,7.820240200019282e-15
182,E0_I2_P81,,3.1466864217726853e-15
183,E0_I2_P82,,3.489236288207119e-15
184,E0_I2_P83,,2.34568402186061e-14
185,E0_I2_P84,,1.0411109686217506e-14
186,E0_I2_P85,,1.2499373714799737e-14
187,E0_I2_P86,,7.914164002581715e-15
188,E0_I2_P87,,1.3573100732236417e-14
189,E0_I2_P88,,6.755809370092295e-15
190,E0_I2_P89,,4.6945725674979845e-15
191,E0_I2_P90,,1.2068905833356258e-14
192,E0_I2_P91,,7.194376175246127e-15
193,E0_I2_P92,,5.516413325997123e-15
194,E0_I2_P93,,1.0495375351411839e-14
195,E0_I2_P94,,9.287112609876838e-15
196,E0_I2_P95,,1.0569487276574597e-14
197,E0_I2_P96,,2.072146045350311e-14
198,E0_I2_P97,,2.045102091030117e-15
199,E0_I2_P98,,6.003046134577132e-15
200,E0_I2_P99,,5.600746322412029e-15
201,E1_I2_P0,,3.2993884812408964e-15
202,E1_I2_P1,,1.176306670675117e-14
203,E1_I2_P2,,9.237050923275519e-15
204,E1_I2_P3,,7.380692035764247e-15
205,E1_I2_P4,,8.170782886354332e-15
206,E1_I2_P5,,8.88177090576876e-15
207,E1_I2_P6,,6.909351727036671e-15
208,E1_I2_P7,,9.465882033015266e-15
209,E1_I2_P8,,4.280989729961148e-15
210,E1_I2_P9,,1.0731935207983975e-14
211,E1_I2_P10,,6.265288952361152e-15
212,E1_I2_P11,,8.469622663521716e-15
213,E1_I2_P12,,9.245115689581235e-15
214,E1_I2_P13,,5.881158853512378e-15
215,E1_I2_P14,,1.0282038822342393e-14
216,E1_I2_P15,,7.222109992754712e-15
217,E1_I2_P16,,5.143039119533005e-15
218,E1_I2_P17,,1.0397452127030025e-14
219,E1_I2_P18,,5.6414890809905445e-15
220,E1_I2_P19,,1.3848115720817213e-14
221,E1_I2_P20,,6.022595312663671e-15
222,E1_I2_P21,,4.554073811589676e-15
223,E1_I2_P22,,1.0310365190991625e-14
224,E1_I2_P23,,4.811595551980159e-15
225,E1_I2_P24,,1.0168911826323585e-15
226,E1_I2_P25,,4.444862616212305e-15
227,E1_I2_P26,,2.4120338817741217e-15
228,E1_I2_P27,,1.5669479264703044e-14
229,E1_I2_P28,,2.0345119491336633e-14
230,E1_I2_P29,,2.513116977075418e-14
231,E1_I2_P30,,9.578630340385883e-15
232,E1_I2_P31,,1.3957610366076068e-14
233,E1_I2_P32,,9.490347711255467e-15
234,E1_I2_P33,,5.453675719733201e-16
235,E1_I2_P34,,9.167857610673254e-15
236,E1_I2_P35,,1.0840981752966023e-14
237,E1_I2_P36,,4.904065212297647e-15
238,E1_I2_P37,,4.004735350589705e-15
239,E1_I2_P38,,1.1657837083674045e-14
240,E1_I2_P39,,6.4156406525316094e-15
241,E1_I2_P40,,9.236636303179633e-15
242,E1_I2_P41,,8.457028559263363e-15
243,E1_I2_P42,,1.2185494803690583e-14
244,E1_I2_P43,,2.592920924427863e-15
245,E1_I2_P44,,1.0125722992528408e-14
246,E1_I2_P45,,3.752314857062937e-15
247,E1_I2_P46,,1.1497006282240942e-14
248,E1_I2_P47,,7.778575275072534e-15
249,E1_I2_P48,,4.705959149529803e-15
250,E1_I2_P49,,1.1468999728673224e-14
251,E1_I2_P50,,7.707415206333513e-15
252,E1_I2_P51,,4.4815414217664075e-15
253,E1_I2_P52,,5.998601193379794e-15
254,E1_I2_P53,,6.367173020889491e-15
255,E1_I2_P54,,1.6994877658133064e-14
256,E1_I2_P55,,1.6823086107941994e-14
257,E1_I2_P56,,2.129728154523005e-14
258,E1_I2_P57,,7.282620737638504e-15
259,E1_I2_P58,,4.979915079427696e-15
260,E1_I2_P59,,7.367424125094159e-15
261,E1_I2_P60,,5.20240588132313e-15
262,E1_I2_P61,,1.0496970097130095e-14
263,E1_I2_P62,,6.924444902771426e-15
264,E1_I2_P63,,5.356994495988889e-15
265,E1_I2_P64,,4.402571319632223e-15
266,E1_I2_P65,,2.7451255279203254e-14
267,E1_I2_P66,,1.175235094716211e-14
268,E1_I2_P67,,2.3522953087088588e-15
269,E1_I2_P68,,3.656534898416765e-15
270,E1_I2_P69,,3.5798261916699944e-15
271,E1_I2_P70,,1.4322544026225124e-14
272,E1_I2_P71,,1.7126444966358586e-15
273,E1_I2_P72,,4.030837959707882e-15
274,E1_I2_P73,,8.352562969333676e-16
275,E1_I2_P74,,4.018025674380197e-15
276,E1_I2_P75,,3.8849922094612455e-15
277,E1_I2_P76,,3.316062151397701e-15
278,E1_I2_P77,,4.215781673680915e-15
279,E1_I2_P78,,1.3212042692692117e-14
280,E1_I2_P79,,5.971543771884013e-15
281,E1_I2_P80,,1.9118744585325354e-14
282,E1_I2_P81,,4.997008877529929e-15
283,E1_I2_P82,,4.756663302977624e-15
284,E1_I2_P83,,1.2949568553437983e-14
285,E1_I2_P84,,3.565352427091227e-15
286,E1_I2_P85,,5.954645603190365e-15
287,E1_I2_P86,,5.498772172037982e-15
288,E1_I2_P87,,4.980262261476309e-15
289,E1_I2_P88,,1.6872859881148283e-15
290,E1_I2_P89,,6.8029595656013365e-15
291,E1_I2_P90,,2.3329921391426194e-14
292,E1_I2_P91,,1.944232593647491e-15
293,E1_I2_P92,,7.462506602642937e-15
294,E1_I2_P93,,1.4979382057622942e-14
295,E1_I2_P94,,5.293104825409255e-15
296,E1_I2_P95,,4.136417445122857e-15
297,E1_I2_P96,,2.4253879076427883e-15
298,E1_I2_P97,,8.560130613737092e-15
299,E1_I2_P98,,1.3612949503655642e-14
300,E1_I2_P99,,1.3773621619035378e-14
301,E2_I2_P0,,5.124707435220945e-15
302,E2_I2_P1,,5.911769327254468e-15
303,E2_I2_P2,,2.856036954021239e-15
304,E2_I2_P3,,5.629444040940316e-15
305,E2_I2_P4,,7.989551198845494e-15
306,E2_I2_P5,,5.499748838225497e-15
307,E2_I2_P6,,1.0865896087945717e-14
308,E2_I2_P7,,1.1223072943429648e-14
309,E2_I2_P8,,5.162458778152062e-15
310,E2_I2_P9,,1.118299453237037e-14
311,E2_I2_P10,,2.4772794747770805e-15
312,E2_I2_P11,,5.575953387208934e-15
313,E2_I2_P12,,3.553061632451138e-15
314,E2_I2_P13,,3.0984447642273603e-15
315,E2_I2_P14,,1.4410271799849015e-14
316,E2_I2_P15,,4.643422373047734e-15
317,E2_I2_P16,,4.6709839864211235e-15
318,E2_I2_P17,,2.7147605505892865e-15
319,E2_I2_P18,,5.424796440658985e-15
320,E2_I2_P19,,4.647944644578542e-15
321,E2_I2_P20,,1.3572721841246037e-14
322,E2_I2_P21,,2.1236030273382727e-15
323,E2_I2_P22,,1.1341757918222923e-14
324,E2_I2_P23,,9.870642035417071e-15
