,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,7.283231215188193e-15,0.0
2,E1_I1,1.1078423782217305e-14,0.0
3,E2_I1,1.2256034043092588e-14,0.0
4,E3_I1,1.2560745254288985e-14,0.0
5,E4_I1,1.093606034481671e-14,0.0
6,E5_I1,1.0585041363443033e-14,0.0
7,E6_I1,8.5696065348978e-15,0.0
8,E7_I1,7.255818263164583e-15,0.0
9,E8_I1,6.297346936124928e-15,0.0
10,E9_I1,1.3403812531006105e-14,0.0
11,E10_I1,4.192605084557421e-15,0.0
12,E11_I1,1.4944999171560255e-14,0.0
13,E12_I1,1.1057718449573382e-14,7.612060396749406e-14
14,E13_I1,1.1286229758351849e-14,0.0
15,E14_I1,8.18932436988805e-15,0.0
16,E15_I1,7.951551458243753e-15,8.892750761229483e-14
17,E16_I1,7.383554679252229e-15,0.0
18,E17_I1,1.1864922775957298e-14,0.0
19,E18_I1,1.1275400816694916e-14,0.0
20,E19_I1,1.0351651911279552e-14,0.0
21,E20_I1,1.1061006637355804e-14,0.0
22,E21_I1,1.129546805658541e-14,0.0
23,E22_I1,1.3261247570639468e-14,0.0
24,E23_I1,1.1385843011852607e-14,0.0
25,E24_I1,7.603793928124839e-15,0.0
26,E25_I1,9.347808165555445e-15,0.0
27,E26_I1,1.0748858092803011e-14,0.0
28,E27_I1,9.87731440717374e-15,0.0
29,E28_I1,1.0089491887441689e-14,0.0
30,E29_I1,3.805664451109261e-15,0.0
31,E30_I1,1.3118169452139708e-14,7.251631302365572e-14
32,E31_I1,9.514151415557057e-15,0.0
33,E32_I1,9.253801238990266e-15,4.6953613178842685e-14
34,E33_I1,7.92558870446368e-15,0.0
35,E34_I1,1.0795453962069654e-14,6.32503473356924e-13
36,E35_I1,1.1865267140451117e-14,8.208005466310543e-14
37,E36_I1,1.5442742661567836e-14,0.0
38,E37_I1,7.130132979694126e-15,0.0
39,E38_I1,8.744000544805012e-15,0.0
40,E39_I1,7.993932942604138e-15,0.0
41,E40_I1,8.523783814755276e-15,0.0
42,E41_I1,7.66499789434693e-15,0.0
43,E42_I1,7.441713456889037e-15,0.0
44,E43_I1,8.290135352780958e-15,0.0
45,E44_I1,9.272093372127611e-15,0.0
46,E45_I1,8.306703811734853e-15,0.0
47,E46_I1,1.3648093568611546e-14,0.0
48,E47_I1,1.186003614385116e-14,0.0
49,E48_I1,7.737940441118889e-15,0.0
50,E49_I1,7.963487100201205e-15,0.0
51,E50_I1,1.0520461550229467e-14,0.0
52,E51_I1,1.2032808891721658e-14,0.0
53,E52_I1,1.267404428938144e-14,0.0
54,E53_I1,9.087893569653327e-15,0.0
55,E54_I1,1.0683240388642969e-14,0.0
56,E55_I1,5.047829490237298e-15,0.0
57,E56_I1,9.908825130586396e-15,0.0
58,E57_I1,5.512421868291737e-15,0.0
59,E58_I1,8.575538163562733e-15,0.0
60,E59_I1,1.2969415215155364e-14,0.0
61,E60_I1,8.217836122810055e-15,0.0
62,E61_I1,7.17818427196042e-15,0.0
63,E62_I1,1.2813475929732063e-14,0.0
64,E63_I1,1.1411869094749974e-14,0.0
65,E64_I1,1.0219635200655757e-14,0.0
66,E65_I1,1.7943707994865865e-14,0.0
67,E66_I1,1.753131831002237e-14,5.2533611157570067e-14
68,E67_I1,8.147903907082261e-15,0.0
69,E68_I1,1.1673909397009793e-14,0.0
70,E69_I1,1.1686535987732696e-14,0.0
71,E70_I1,1.0569915335775567e-14,0.0
72,E71_I1,6.6518375365875306e-15,0.0
73,E72_I1,9.657794406998033e-15,0.0
74,E73_I1,8.881975055757563e-15,0.0
75,E74_I1,1.2700931211204149e-14,0.0
76,E75_I1,1.2944187199312926e-14,0.0
77,E76_I1,1.0956194929059201e-14,0.0
78,E77_I1,7.665326579331899e-15,7.104301575090848e-13
79,E78_I1,9.177365384920286e-15,0.0
