,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,4.610555555555556,6.562222222222222,6.562222222222222,6.562222222222222,n/a,n/a
1,E0_I1,1.1729378924802436e-14,1.1755327452345617e-14,1.175374750618107e-14,2.128882548654834e-15,0.03,7
2,E1_I1,9.375763609906347e-15,3.3461270968528027e-15,3.346898655561424e-15,6.057607902555903e-16,0.06,2
3,E2_I1,1.315414590873767e-14,8.440707804005151e-15,8.43526653398125e-15,1.5293880655149498e-15,0.02,5
4,E3_I1,1.0050265751058434e-14,1.347441402073639e-14,1.346872415320469e-14,2.4409127856832446e-15,0.05,8
5,E4_I1,1.0779560660533162e-14,6.725144003212415e-15,6.723464182758123e-15,1.2180546450299705e-15,0.04,4
6,E5_I1,1.300523543652464e-14,1.00139307308114e-14,1.0018620886161897e-14,1.812425292576347e-15,0.02,6
7,E6_I1,7.075442137679119e-15,1.8428777476052486e-14,1.843058569309647e-14,3.3366686116368194e-15,0.12,11
8,E7_I1,1.1678430051765923e-14,1.6720221743830776e-14,1.6725082843452576e-14,3.0267329781387592e-15,0.03,10
9,E8_I1,9.399125658349852e-15,1.3417937456938759e-14,1.341776469632271e-14,2.4296851682589555e-15,0.06,8
10,E9_I1,1.0697073393422189e-14,1.0010324479139985e-14,1.0015364534397058e-14,1.8117090466274084e-15,0.04,6
11,E10_I1,1.0017187771701771e-14,4.700484702231105e-14,4.700018912856371e-14,8.51226998015233e-15,0.05,28
12,E11_I1,1.0771688386177126e-14,5.040164062443794e-15,5.0392673343068485e-15,9.12807136937821e-16,0.04,3
13,E12_I1,1.1708160736051591e-14,1.005772227947828e-14,1.0058155230497775e-14,1.821125809806501e-15,0.03,6
14,E13_I1,1.303352061545307e-14,3.3452533276146312e-15,3.346109848723072e-15,6.055871886162413e-16,0.02,2
15,E14_I1,1.0021285408137367e-14,1.343547259695276e-14,1.343359370582168e-14,2.433171506399557e-15,0.05,8
16,E15_I1,1.3037410863982002e-14,5.0193839205313964e-15,5.020519896793368e-15,9.086790216417422e-16,0.02,3
17,E16_I1,9.465276675080897e-15,5.0672208834067875e-15,5.0636784639974475e-15,9.181883402384138e-16,0.06,3
