,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,0.6002777777777778,0.9983333333333333,0.9983333333333333,0.9983333333333333,n/a,n/a
1,E0_I1,7.644023403205753e-07,1.0425403861946943e-06,2.4210718784040963e-07,1.4646891612298437e-07,0.82,13
2,E1_I1,1.0558233975326943e-06,1.2769048511465989e-05,3.906368272380136e-06,2.3233554082599714e-06,0.74,215
3,E2_I1,1.3846905326235992e-06,4.846856053983034e-06,1.074125571698935e-06,7.315211839293315e-07,0.72,49
4,E3_I1,1.1128978799235425e-06,5.187800191267658e-07,1.0802332991537165e-07,7.276261881776751e-08,0.79,5
5,E4_I1,8.708886069380256e-07,4.5507468945697414e-07,9.848407640686784e-08,6.198010484268434e-08,0.8,5
6,E5_I1,1.046108114006442e-06,5.3330791524668875e-06,1.3588579852838394e-06,8.141043324620214e-07,0.76,74
7,E6_I1,7.380612362742421e-07,2.6554369676378634e-05,1.1790146771662372e-05,6.728334898387911e-06,0.81,690
8,E7_I1,1.248197497520037e-06,1.6453910129090126e-06,3.6615926105402494e-07,2.3586853254953753e-07,0.75,18
9,E8_I1,1.3811991395023062e-06,2.306920187309645e-06,4.7538470809985453e-07,3.318498353410631e-07,0.74,21
10,E9_I1,1.1097022789575336e-06,1.8035282762327393e-06,3.861425533804863e-07,2.587172784675596e-07,0.78,18
11,E10_I1,8.48060114058047e-07,1.7197333991567788e-06,4.1507532707241404e-07,2.3878138850816183e-07,0.78,24
12,E11_I1,7.507614593219635e-07,3.7710872064682874e-06,8.079490833351586e-07,5.602547173587265e-07,0.85,36
13,E12_I1,1.104743994742832e-06,2.5437150869322535e-06,5.334510993150883e-07,3.671704745473258e-07,0.79,24
14,E13_I1,1.0088447056890243e-06,7.909778701766764e-07,1.7521825237614268e-07,1.0935935842367963e-07,0.76,9
15,E14_I1,7.903562798947767e-07,1.7252339204226443e-06,3.818611480665805e-07,2.4383434820440184e-07,0.82,19
16,E15_I1,9.182022671065191e-07,3.461950356222738e-06,7.376274164276979e-07,5.098989981619236e-07,0.81,33
17,E16_I1,6.769669146075616e-07,1.3742658298784093e-06,3.3711787616676397e-07,1.9066236226771046e-07,0.82,20
18,E17_I1,1.0220708852621276e-06,4.959497194885223e-07,1.050502193984035e-07,6.929744753062999e-08,0.78,5
19,E18_I1,8.843578687491303e-07,1.1585179063039124e-06,2.6305826911181036e-07,1.601306841703053e-07,0.78,14
20,E19_I1,8.887178034193658e-07,4.114343438876532e-07,8.519748105926655e-08,5.677720065306276e-08,0.82,4
21,E20_I1,6.326156068515551e-07,1.213010387963099e-06,2.787173103291442e-07,1.6835035304429866e-07,0.84,15
22,E21_I1,1.6661515838543675e-06,1.3769092644115115e-05,3.550298258308677e-06,2.501112905956109e-06,0.7,155
23,E22_I1,1.447108644163574e-06,1.9165908818045757e-06,4.330925171312181e-07,2.724561548725295e-07,0.7,22
24,E23_I1,9.565994917750659e-07,1.0933825160503753e-06,2.414907414812171e-07,1.5434792451325788e-07,0.79,12
25,E24_I1,1.7638180062518068e-06,1.6952443111835264e-06,4.073808561814107e-07,2.3813450610141154e-07,0.61,23
26,E25_I1,1.2610258961835321e-06,9.999665337032387e-07,2.2014239678491914e-07,1.4013995650055752e-07,0.74,11
27,E26_I1,1.4992599865199174e-06,9.747491609299414e-07,2.0987674404306193e-07,1.3833791791034222e-07,0.71,10
28,E27_I1,8.25879114989304e-07,1.8378308278699294e-06,4.141934496602173e-07,2.609218912389515e-07,0.81,21
29,E28_I1,1.0311255229219556e-06,1.8187640099112783e-06,3.9914790838899655e-07,2.632809653876471e-07,0.79,19
