,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,1.7761111111111112,3.0747222222222224,3.0747222222222224,3.0747222222222224,n/a,n/a
1,E0_I1,9.25465128575815e-07,9.353132669381958e-07,1.0608981915287112e-06,1.6704205532082975e-07,0.48,63
2,E1_I1,1.1926018232584196e-06,1.3766345541247193e-06,1.5381943031073652e-06,2.562148119258873e-07,0.48,68
3,E2_I1,8.36643471866909e-07,7.487539718155038e-07,8.356380268254253e-07,1.3842159131957922e-07,0.59,38
4,E3_I1,1.2161725180059732e-06,1.0246483741925035e-06,1.1546468037928794e-06,1.9162824205946513e-07,0.46,52
5,E4_I1,9.605438108230118e-07,1.0166280744702976e-06,1.17084088332659e-06,1.8952376249323714e-07,0.51,60
6,E5_I1,1.2010110184915643e-06,1.0973976777748096e-06,1.2074610499217696e-06,2.037500095844641e-07,0.48,50
7,E6_I1,1.2358794094757914e-06,8.604837983009884e-07,9.366861951600256e-07,1.5709325664746494e-07,0.46,40
8,E7_I1,1.1228585646261747e-06,1.0633604688744773e-06,1.1804094462737864e-06,1.932637004967629e-07,0.47,57
9,E8_I1,6.20149101640361e-07,1.1326512779953507e-06,1.284397725401656e-06,2.077965560172379e-07,0.63,66
10,E9_I1,6.759349920483556e-07,1.0245030328157167e-06,1.1524905867219534e-06,1.859934337374962e-07,0.61,60
11,E10_I1,9.127348244849724e-07,7.28625535851019e-07,8.158136047100664e-07,1.3317758674691843e-07,0.53,40
12,E11_I1,9.106064240233162e-07,1.1004548275098637e-06,1.2379866696585909e-06,1.988939924115473e-07,0.5,66
13,E12_I1,1.0697692709128125e-06,7.629493575887273e-07,8.861044000124864e-07,1.4193293745476523e-07,0.45,48
14,E13_I1,1.0524252697255434e-06,6.632501316826096e-07,7.321870519587022e-07,1.2079061894357718e-07,0.5,34
15,E14_I1,9.650704460158677e-07,8.362331197819194e-07,9.500591271146798e-07,1.5243730857874305e-07,0.48,51
16,E15_I1,9.954827527070673e-07,6.417865540370984e-07,7.108758130119423e-07,1.1728204105398776e-07,0.54,33
17,E16_I1,7.607465821688653e-07,1.1641148003649798e-06,1.3520191631611394e-06,2.1066139083236027e-07,0.52,85
18,E17_I1,1.2708904152948336e-06,1.1728235908237015e-06,1.297556517267011e-06,2.164017982858685e-07,0.45,57
19,E18_I1,1.0959197313904664e-06,1.2916767282022676e-06,1.438489864425893e-06,2.3786786066298165e-07,0.49,66
20,E19_I1,9.418221719609955e-07,7.758764583061148e-07,8.780352377346582e-07,1.4273604158681165e-07,0.5,44
