,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,1.011388888888889,1.7383333333333333,1.7383333333333333,1.7383333333333333,n/a,n/a
1,E0_I1,1.0973230603418941e-06,2.2046877706257207e-06,7.502879869897329e-07,3.602880936795593e-07,0.72,36
2,E1_I1,9.089659218681869e-07,1.2262483654885006e-06,4.2421525479547094e-07,2.0012044649313085e-07,0.75,21
3,E2_I1,1.0987379350242732e-06,2.832673324724624e-06,9.67475660898768e-07,4.792714328996418e-07,0.73,44
4,E3_I1,8.516534914525522e-07,1.064881284768195e-06,3.629728576668734e-07,1.7105952001744046e-07,0.76,18
5,E4_I1,1.0843014974544914e-06,1.3662225283007294e-06,4.7020440879933744e-07,2.2909795882854488e-07,0.72,22
6,E5_I1,1.5053582375579512e-06,2.0305973049301456e-06,6.380509240564373e-07,3.4625789040661727e-07,0.69,25
7,E6_I1,5.487674344666304e-07,1.4366747604083777e-06,5.210273052465057e-07,2.3046904979887313e-07,0.81,29
8,E7_I1,8.766943811311261e-07,1.149797381661154e-06,3.859179389227248e-07,1.8837313088911472e-07,0.77,18
9,E8_I1,8.307892225697608e-07,4.604075993603091e-06,1.5410209009496363e-06,7.987012451268767e-07,0.79,65
10,E9_I1,9.144721227430686e-07,2.031972672702572e-06,6.928451317651483e-07,3.341140985047295e-07,0.76,33
11,E10_I1,1.1771114955858954e-06,1.927765904639235e-06,6.153827012786709e-07,3.1862422588628223e-07,0.73,26
12,E11_I1,8.330115217130192e-07,3.480434969377578e-06,1.3350683110722255e-06,5.718245360334332e-07,0.72,79
13,E12_I1,7.26014468981315e-07,1.8068210987836923e-06,6.213640790014978e-07,2.9731826202044374e-07,0.79,30
14,E13_I1,7.642475760823792e-07,3.0958033420495672e-06,1.1063737451337053e-06,5.103966057267528e-07,0.78,57
15,E14_I1,1.2445871044524532e-06,1.1653170665181673e-06,4.0508441982110534e-07,1.8623339613834587e-07,0.68,21
16,E15_I1,9.894038550272638e-07,1.3989632550429722e-06,4.482309318375312e-07,2.3161447966269223e-07,0.76,19
17,E16_I1,1.2602256114142314e-06,1.14671048360405e-06,3.7128687342491707e-07,1.8320201591903247e-07,0.69,17
18,E17_I1,9.922912431835706e-07,2.366602842751852e-06,7.629947175060275e-07,4.047111692993748e-07,0.78,31
19,E18_I1,9.617411869101038e-07,3.092188568715315e-06,1.140628005593496e-06,5.155237555712905e-07,0.72,61
20,E19_I1,8.198643841718924e-07,1.8063526759669545e-06,6.23904401860105e-07,2.937070430104033e-07,0.77,31
21,E20_I1,8.946625478654742e-07,6.368248736292088e-06,2.3489333573948625e-06,1.1150583843939819e-06,0.75,115
22,E21_I1,9.09142905664986e-07,3.1565600350205663e-06,1.1342163629691157e-06,5.204630335027805e-07,0.74,59
23,E22_I1,1.144309267315986e-06,1.7203966523596614e-06,5.843159075436912e-07,2.867737404969277e-07,0.72,27
24,E23_I1,8.760351014152716e-07,3.656133921894019e-06,1.2683265377664907e-06,6.140376207052781e-07,0.76,60
25,E24_I1,1.0584709901359235e-06,4.069849313468075e-06,1.483926291677893e-06,6.919121103998702e-07,0.71,75
26,E25_I1,1.5223878390742715e-06,4.558562166394852e-06,1.6062567513636671e-06,7.835494240277598e-07,0.63,75
27,E26_I1,1.0252728495630281e-06,1.5605803351988516e-06,5.002085440507894e-07,2.600007191186556e-07,0.78,21
28,E27_I1,1.0560289096086866e-06,2.591496183591292e-06,9.248611920388228e-07,4.299227787721576e-07,0.7,47
29,E28_I1,6.68421099907475e-07,1.828550599523816e-06,6.468251472953106e-07,2.951114260082988e-07,0.79,34
30,E29_I1,7.971534802267621e-07,2.2755897879191093e-06,8.063561047370572e-07,3.7472215410748773e-07,0.77,41
31,E30_I1,8.00736610608542e-07,7.92701577888492e-07,2.679408406595173e-07,1.2784929861720376e-07,0.78,13
32,E31_I1,8.722615257831579e-07,2.39934685441206e-06,8.495943153837033e-07,4.0663339053173044e-07,0.77,41
33,E32_I1,1.32030669999907e-06,1.4367694756262588e-06,4.691470860520061e-07,2.4158397993024854e-07,0.71,20
34,E33_I1,1.1355184928745176e-06,6.8726915483795e-07,2.383224576208159e-07,1.1135693502508321e-07,0.7,12
35,E34_I1,1.1031040204851752e-06,9.350870426067131e-07,3.2721097036396784e-07,1.5025085251060632e-07,0.69,17
36,E35_I1,8.994838128519125e-07,2.219982854560545e-06,7.646495366945172e-07,3.712180644776509e-07,0.76,36
37,E36_I1,8.434083172333469e-07,2.5392188783124877e-06,8.873231789076765e-07,4.129453913842796e-07,0.77,45
38,E37_I1,8.371548165272815e-07,2.0046947117958646e-06,6.589459707829706e-07,3.3286052979414436e-07,0.8,29
39,E38_I1,1.182615547946119e-06,6.671312191267501e-06,2.4205938592034057e-06,1.1690018232289497e-06,0.7,115
40,E39_I1,9.423582636351904e-07,2.356866580103232e-06,7.774859587720766e-07,3.942406797739849e-07,0.77,34
41,E40_I1,1.0376311705307064e-06,6.687921806957484e-07,2.3308533993667506e-07,1.0756991130428383e-07,0.7,12
42,E41_I1,7.518009232270027e-07,1.7174967366978727e-06,5.931061901075995e-07,2.8175938276864665e-07,0.79,29
43,E42_I1,1.0275526731478304e-06,4.3479655168115434e-07,1.5183185573059756e-07,6.918221632482454e-08,0.7,8
44,E43_I1,8.862974209641788e-07,1.8641369268553205e-06,6.638591434873704e-07,3.02386431601494e-07,0.73,35
45,E44_I1,1.6438168155326018e-06,2.4073398134427184e-06,7.870832362846648e-07,4.0206859467135274e-07,0.63,34
46,E45_I1,7.991217761163884e-07,1.471593246934617e-06,5.018741804748094e-07,2.414647390152354e-07,0.78,24
47,E46_I1,9.239286773916575e-07,2.2621681722941623e-05,1.0832087207018764e-05,5.10578028197229e-06,0.74,537
48,E47_I1,6.725420977024414e-07,5.396520182460422e-06,2.007170665907572e-06,9.330420773882732e-07,0.8,102
49,E48_I1,7.986490514240071e-07,3.0834712936820213e-06,1.0208967768754285e-06,5.152118309080411e-07,0.79,45
50,E49_I1,8.996166884837538e-07,2.876531464410425e-06,1.0907518899754769e-06,4.771209267681225e-07,0.73,62
51,E50_I1,8.137415029178913e-07,1.628938613260668e-06,5.74542340925457e-07,2.584247569271888e-07,0.74,31
