,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.352777777777778,4.266111111111111,4.266111111111111,4.266111111111111,n/a,n/a
1,E0_I1,7.874035854477436e-07,7.12773020869019e-07,7.334794955189724e-07,1.6128175802202193e-07,0.6,44
2,E1_I1,8.958712268490984e-07,3.5780760785296585e-06,3.7304830637959473e-06,8.323359120578907e-07,0.57,212
3,E2_I1,1.1630557806715225e-06,1.5143782398318262e-06,1.5312295766149817e-06,3.521291626205199e-07,0.53,78
4,E3_I1,8.588541908387152e-07,9.24515560317995e-07,9.232392732356386e-07,2.1636083151247967e-07,0.64,44
5,E4_I1,8.560501277515155e-07,9.323059923900176e-07,9.451391127572495e-07,2.150663114855747e-07,0.59,50
6,E5_I1,5.661966013341022e-07,8.514843608279029e-07,8.86010105076407e-07,1.9124512127278858e-07,0.66,57
7,E6_I1,9.563133996291132e-07,1.9449652284244144e-06,2.0179180278563216e-06,4.44749431724147e-07,0.54,120
8,E7_I1,1.139513851941049e-06,1.2762499763977874e-06,1.2880775887393384e-06,2.9699690688591565e-07,0.54,65
9,E8_I1,1.1464810275984356e-06,9.62273127449501e-07,9.552804635520564e-07,2.2608066622038535e-07,0.55,44
10,E9_I1,8.70206556787471e-07,1.1184123233254996e-06,1.1082244903380794e-06,2.6385716905023523e-07,0.64,50
11,E10_I1,9.323647019302978e-07,9.727796248198326e-07,9.76018252619316e-07,2.2668925543202055e-07,0.6,48
12,E11_I1,1.0760385346598945e-06,1.6072009730227389e-06,1.5713078304110326e-06,3.856191965273465e-07,0.6,64
13,E12_I1,1.198304781004632e-06,1.131931717471653e-06,1.0964207177596065e-06,2.72175212493439e-07,0.58,43
14,E13_I1,7.69882374408259e-07,7.146961889668371e-07,7.252364695687223e-07,1.6428077961123169e-07,0.63,39
15,E14_I1,7.995137484424193e-07,6.596761112932637e-07,6.617784088031645e-07,1.5310208107255032e-07,0.66,33
16,E15_I1,8.050748683121244e-07,6.633974402221566e-07,6.828728308370842e-07,1.5011898432528343e-07,0.58,41
17,E16_I1,1.0077994592022657e-06,9.121112856828986e-07,9.124172595111422e-07,2.1310473466466717e-07,0.59,44
18,E17_I1,1.2258903721715788e-06,9.55522824241708e-07,9.632558651328919e-07,2.216010638526369e-07,0.52,49
19,E18_I1,1.0710475168340458e-06,6.358550126092784e-07,6.268152831967903e-07,1.4967277532867324e-07,0.58,28
20,E19_I1,8.048137073016573e-07,1.5145407696795523e-06,1.5750690522890406e-06,3.429847702433615e-07,0.6,98
21,E20_I1,9.160216340139185e-07,7.565503056017359e-07,7.83602738755432e-07,1.704103847006899e-07,0.54,49
22,E21_I1,1.2533548574729038e-06,9.202735955385943e-07,9.193333723288298e-07,2.151840677639544e-07,0.52,44
23,E22_I1,8.782183859214291e-07,7.768943163122294e-07,7.80473667436766e-07,1.8045588436715404e-07,0.61,39
24,E23_I1,6.098565920727215e-07,1.090158109896862e-06,1.1098859995484878e-06,2.4990692005661705e-07,0.68,61
25,E24_I1,1.2673875661487156e-06,1.164588693295315e-06,1.1658621479778715e-06,2.7260746618608136e-07,0.51,56
26,E25_I1,8.176355958945636e-07,1.2390957781082157e-06,1.2811926736262992e-06,2.8157533639129447e-07,0.59,77
27,E26_I1,1.3086579798883302e-06,1.0815838989542626e-06,1.0651576393615424e-06,2.56879703431886e-07,0.55,46
28,E27_I1,1.0107580188234351e-06,8.267617054028486e-07,8.319896423347379e-07,1.9181508316693157e-07,0.58,42
29,E28_I1,1.068570809598652e-06,6.179315342665084e-07,5.963564639828436e-07,1.487981817557271e-07,0.62,23
30,E29_I1,9.786798423345968e-07,5.44335183589477e-07,5.502091860123586e-07,1.253285820057698e-07,0.56,29
31,E30_I1,1.1564727511546432e-06,6.444628437890708e-07,6.457393314734251e-07,1.4965526987348523e-07,0.54,32
32,E31_I1,1.3422054915954868e-06,1.1139673460471435e-06,1.1134814819523698e-06,2.6103799708339754e-07,0.51,53
33,E32_I1,7.11145526483692e-07,1.031810118506493e-06,1.0670999622197176e-06,2.3368379812960057e-07,0.62,65
34,E33_I1,8.412713298380173e-07,1.112689964231872e-06,1.1676082788675028e-06,2.487412679819994e-07,0.53,79
35,E34_I1,1.2860714381817597e-06,1.2417118216946376e-06,1.2345348808063263e-06,2.9196583245658613e-07,0.53,57
36,E35_I1,1.0202569851870267e-06,1.0333318066506887e-06,1.0653875095074834e-06,2.3417595593548247e-07,0.51,64
37,E36_I1,9.803570807128304e-07,1.239997843867638e-06,1.2533413728645774e-06,2.8802788429126844e-07,0.58,64
38,E37_I1,9.723439760543885e-07,6.997297126293038e-07,7.15631517630708e-07,1.5931853878853036e-07,0.56,41
39,E38_I1,1.057239468871637e-06,5.062222698861243e-07,5.041225680478719e-07,1.1817709150322297e-07,0.55,24
40,E39_I1,1.4084894018812524e-06,6.360190642678284e-07,6.278457872622264e-07,1.499908726804202e-07,0.5,28
41,E40_I1,9.723050136482003e-07,8.583567128524409e-07,8.597554151233148e-07,2.000665065082265e-07,0.59,42
42,E41_I1,1.2222460097511194e-06,1.0633802343635503e-06,1.0579172080654037e-06,2.49967340353477e-07,0.53,49
43,E42_I1,1.427999168656233e-06,1.7394419981967356e-06,1.7523892850089819e-06,4.072522513255235e-07,0.48,86
44,E43_I1,8.41964142252353e-07,6.181984990700559e-07,6.252342759954478e-07,1.423632997270481e-07,0.62,33
45,E44_I1,1.0425566704463746e-06,6.036958778422723e-07,6.051090300280693e-07,1.402210540536153e-07,0.58,30
46,E45_I1,8.323392634199925e-07,1.581614461917062e-06,1.6067949731250997e-06,3.6683528758455636e-07,0.62,84
47,E46_I1,8.361383363806038e-07,6.107980004983992e-07,6.000753978865617e-07,1.445777140487333e-07,0.65,26
48,E47_I1,1.056203053003015e-06,1.0008480013235022e-06,1.0085811682663902e-06,2.324185344859298e-07,0.56,51
49,E48_I1,7.991828865803268e-07,1.1539356040160884e-06,1.1738615270329468e-06,2.6604925048478703e-07,0.61,63
50,E49_I1,1.2481946726560045e-06,1.2055609702277803e-06,1.207283695824036e-06,2.822783885934694e-07,0.52,58
51,E50_I1,9.686664908212905e-07,1.4261614738580438e-06,1.4685709775516712e-06,3.2604108233507314e-07,0.52,85
52,E51_I1,1.0880306900254228e-06,8.10290581333895e-07,8.148664300980786e-07,1.8804216612107413e-07,0.56,41
53,E52_I1,1.2130939688824309e-06,4.876658108633027e-07,4.852997709653107e-07,1.1391179936560122e-07,0.53,23
54,E53_I1,7.044949302120241e-07,9.691652204093117e-07,1.0043417397059837e-06,2.1823403973290437e-07,0.62,63
55,E54_I1,8.671779469519194e-07,2.3066793469211857e-06,2.315127001377976e-06,5.458960191609154e-07,0.64,108
56,E55_I1,1.1474353792664377e-06,2.6298481159448262e-06,2.6406139786348887e-06,6.243837324013596e-07,0.56,122
57,E56_I1,9.70170806443478e-07,1.1458173823816318e-06,1.1561480163135364e-06,2.657387812494025e-07,0.57,59
58,E57_I1,7.448465250154476e-07,1.2968245074363063e-06,1.3351691816245122e-06,2.956816361253517e-07,0.62,78
59,E58_I1,1.0247818201909833e-06,1.0101026437389221e-06,1.0166465726092313e-06,2.3480354117852907e-07,0.59,51
60,E59_I1,8.913999555665043e-07,8.78751373373697e-07,8.970774308684072e-07,2.012156759185116e-07,0.61,50
61,E60_I1,1.1194584583165634e-06,8.221852225137018e-07,8.118053416877353e-07,1.9425951104548185e-07,0.59,36
62,E61_I1,9.700870931895705e-07,7.59084608570574e-07,7.668043543438715e-07,1.751693711554894e-07,0.58,40
63,E62_I1,9.262252939587487e-07,1.4422302705291244e-06,1.4552870095127578e-06,3.361171097775231e-07,0.62,73
64,E63_I1,1.1537589716611897e-06,1.0275663625770572e-06,1.0322722963248095e-06,2.394429792901155e-07,0.53,51
