,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.3538888888888887,4.268055555555556,4.268055555555556,4.268055555555556,n/a,n/a
1,E0_I1,9.382654372885627e-07,1.4886480546642143e-06,1.4925883996844052e-06,3.488183547463787e-07,0.61,72
2,E1_I1,1.247273443694018e-06,9.550163508536394e-07,9.400460899602549e-07,2.2620721600658142e-07,0.54,41
3,E2_I1,1.1422052740555805e-06,1.8149491919230823e-06,1.8362478996558929e-06,4.2324296417114986e-07,0.51,93
4,E3_I1,1.1921816762856701e-06,1.4558466803503991e-06,1.4818552763556513e-06,3.3669993997967453e-07,0.5,79
5,E4_I1,1.0541368728699186e-06,7.819960355855015e-07,7.918781506261233e-07,1.8018323574997737e-07,0.54,42
6,E5_I1,1.306870672521265e-06,9.947611939537664e-07,9.835734781706608e-07,2.3492615456996132e-07,0.54,44
7,E6_I1,8.622729669474136e-07,8.44156059344466e-07,8.566907872970954e-07,1.9426718222605213e-07,0.6,46
8,E7_I1,1.1104117790392134e-06,1.283769949825257e-06,1.2662583063425914e-06,3.0507655917191766e-07,0.58,55
9,E8_I1,1.1796992904980004e-06,8.113700400041521e-07,8.155087644367045e-07,1.8835966469466384e-07,0.52,41
10,E9_I1,1.1251705325263049e-06,6.997084002479707e-07,7.016200163400515e-07,1.624121808560703e-07,0.55,35
11,E10_I1,9.067680284216804e-07,1.145892074247407e-06,1.1540312321654923e-06,2.665739409810312e-07,0.61,58
12,E11_I1,1.1529089518637684e-06,9.458494446444247e-07,9.266301487687073e-07,2.2534664474158478e-07,0.6,39
13,E12_I1,1.1144188156471842e-06,6.766063520908978e-07,6.839867684100033e-07,1.5596639717959197e-07,0.54,36
14,E13_I1,1.2090078711990064e-06,6.111541129343381e-07,6.053973438987188e-07,1.4320392924277626e-07,0.54,28
15,E14_I1,1.2873443941090289e-06,1.1545105728158642e-06,1.1591893987531507e-06,2.6942705583244996e-07,0.49,57
16,E15_I1,1.0447029233925395e-06,1.1834124625413395e-06,1.1997919755399851e-06,2.737620826149905e-07,0.56,63
17,E16_I1,8.671149974918684e-07,1.0595254385737519e-06,1.0940340181535715e-06,2.403543793515092e-07,0.57,66
18,E17_I1,1.0333626764825043e-06,1.1795859213697927e-06,1.175718120368823e-06,2.771978201720589e-07,0.61,55
19,E18_I1,1.031963580215574e-06,4.3471535519219437e-07,4.3075328687580403e-07,1.0177847925702715e-07,0.61,20
20,E19_I1,1.312541572634044e-06,2.7962932844715305e-06,2.797663139464311e-06,6.653706600719951e-07,0.5,127
21,E20_I1,1.0999433883079512e-06,6.989998710037592e-07,6.961745030934282e-07,1.6351350614415294e-07,0.55,33
22,E21_I1,9.82264009919222e-07,9.543990028638793e-07,9.595418738684227e-07,2.219413158424136e-07,0.57,48
23,E22_I1,8.799848147479164e-07,1.0667268722102157e-06,1.0942622540442828e-06,2.434472385225554e-07,0.57,63
