time,Donor,PlasmidFreeDonor,Recipient,Transconjugant,Total,SIM
38.0,101061.14606425267,0.0,101061.14606318023,1.0724056281737476e-06,202122.2921285053,9.999942220238849e-15
39.0,101089.22248999296,0.0,101089.22248889186,1.1010857184331324e-06,202178.4449799859,9.999953812697438e-15
40.0,101117.30671790248,0.0,101117.30671677267,1.1297895630045906e-06,202234.61343580493,9.99999437714526e-15
41.0,101145.39875043037,0.0,101145.39874927183,1.1585171791415186e-06,202290.7975008607,9.999964833765069e-15
42.0,101173.49859002579,0.0,101173.4985888385,1.1872685840973135e-06,202346.99718005155,9.999964807466431e-15
43.0,101201.6062391379,0.0,101201.60623792182,1.2160437951253721e-06,202403.21247827576,9.999992209391239e-15
44.0,101229.72170013806,0.0,101229.7216988932,1.2448428289635562e-06,202459.4434002761,9.999954858138609e-15
45.0,101257.84497314523,0.0,101257.84497187154,1.2736656874180346e-06,202515.68994629043,1.0000033607128264e-14
46.0,101285.97605931386,0.0,101285.97605801134,1.3025123791597033e-06,202571.95211862773,9.999961821768515e-15
47.0,101314.11496081372,0.0,101314.11495948232,1.3313829195897857e-06,202628.22992162744,1.0000002607595383e-14
48.0,101342.26167981456,0.0,101342.26167845428,1.3602773241095042e-06,202684.52335962912,9.999983442264774e-15
49.0,101370.41621848613,0.0,101370.41621709692,1.3891956081200825e-06,202740.83243697224,9.999989017786501e-15
50.0,101398.57857899817,0.0,101398.57857758003,1.4181377870227428e-06,202797.15715799635,1.0000017824372932e-14
51.0,101426.74876352047,0.0,101426.74876207334,1.447103876218709e-06,202853.49752704092,9.999990655774216e-15
52.0,101454.92677422274,0.0,101454.92677274664,1.4760938911092036e-06,202909.85354844545,9.999987056669357e-15
53.0,101483.11261327476,0.0,101483.11261176964,1.5051078470954498e-06,202966.22522654952,1.0000005669048705e-14
54.0,101511.30628284627,0.0,101511.30628131212,1.5341457595786706e-06,203022.61256569254,9.999971774356587e-15
55.0,101539.50778510704,0.0,101539.50778354383,1.5632076439600892e-06,203079.01557021405,9.999960359178726e-15
56.0,101567.71712222681,0.0,101567.7171206345,1.5922935156409285e-06,203135.4342444536,9.9999701966613e-15
57.0,101595.93429637533,0.0,101595.93429475391,1.6214033900224113e-06,203191.86859275066,1.0000000146051128e-14
58.0,101624.15930972235,0.0,101624.1593080718,1.650537282505761e-06,203248.31861944468,9.999980788499006e-15
59.0,101652.39216443764,0.0,101652.39216275794,1.6796952084922006e-06,203304.78432887528,9.999981826608018e-15
60.0,101680.63286269094,0.0,101680.63286098205,1.7088771833829531e-06,203361.26572538188,1.0000002219525197e-14
61.0,101708.88140665201,0.0,101708.88140491392,1.7380832225792416e-06,203417.76281330403,9.99997602684076e-15
62.0,101737.1377984906,0.0,101737.13779672327,1.767313341482289e-06,203474.27559698117,9.999969420068488e-15
63.0,101765.40204037646,0.0,101765.40203857988,1.7965675554933182e-06,203530.80408075292,9.99998144649198e-15
64.0,101793.67413447936,0.0,101793.67413265348,1.8258458800135525e-06,203587.34826895868,1.000001121294458e-14
65.0,101821.95408296901,0.0,101821.95408111386,1.855148330444215e-06,203643.908165938,9.999996945393862e-15
66.0,101850.24188801521,0.0,101850.24188613072,1.8844749221865285e-06,203700.48377603042,1.0000000655540984e-14
67.0,101878.5375517877,0.0,101878.53754987386,1.913825670641716e-06,203757.0751035754,1.0000021519573898e-14
68.0,101906.8410764579,0.0,101906.84107451468,1.9432005912367114e-06,203813.6821529158,1.0000000538995477e-14
69.0,101935.15246430636,0.0,101935.15246233375,1.9725997010706252e-06,203870.30492861272,9.999996910169486e-15
70.0,101963.47171757987,0.0,101963.47171557783,2.002023016725088e-06,203926.94343515972,1.0000009871423783e-14
71.0,101991.79883846255,0.0,101991.79883643107,2.031470553821712e-06,203983.5976769251,9.999982964292523e-15
72.0,102020.13382913855,0.0,102020.1338270776,2.0609423279821105e-06,204040.2676582771,9.999972813311733e-15
73.0,102048.476691792,0.0,102048.47668970155,2.0904383548278967e-06,204096.953383584,9.999978712600774e-15
74.0,102076.82742860704,0.0,102076.82742648707,2.1199586499806827e-06,204153.65485721405,9.999999994439176e-15
75.0,102105.18604176778,0.0,102105.18603961826,2.1495032290620817e-06,204210.37208353553,9.999983289201078e-15
76.0,102133.55253345838,0.0,102133.5525312793,2.179072107693706e-06,204267.10506691673,9.999982137911275e-15
77.0,102161.92690586297,0.0,102161.92690365428,2.208665301497169e-06,204323.85381172592,9.999995918211593e-15
78.0,102190.30916116567,0.0,102190.30915892738,2.2382828260940833e-06,204380.61832233134,9.999973351707849e-15
79.0,102218.69930155063,0.0,102218.6992992827,2.2679246971060613e-06,204437.39860310123,1.0000015902368102e-14
80.0,102247.09732920198,0.0,102247.09732690438,2.2975909301547167e-06,204494.19465840395,9.999972870956633e-15
81.0,102275.50324630385,0.0,102275.50324397656,2.3272815408616613e-06,204551.0064926077,9.999993823102725e-15
82.0,102303.9170550404,0.0,102303.91705268338,2.3569965448485083e-06,204607.8341100808,9.999980005452396e-15
83.0,102332.33875759572,0.0,102332.33875520897,2.3867359577368702e-06,204664.67751519143,9.999980280772757e-15
84.0,102360.76835615397,0.0,102360.76835373745,2.4164997951483606e-06,204721.53671230792,9.999994130768759e-15
85.0,102389.2058528993,0.0,102389.20585045299,2.4462880727045918e-06,204778.4117057986,9.999974593256099e-15
86.0,102417.6512500158,0.0,102417.65124753969,2.4761008060271763e-06,204835.3025000316,1.0000014680608892e-14
87.0,102446.10454968765,0.0,102446.10454718169,2.505938010737727e-06,204892.20909937526,9.999976141197265e-15
88.0,102474.56575409896,0.0,102474.56575156315,2.5357997024578572e-06,204949.1315081979,9.99999627483539e-15
89.0,102503.03486543386,0.0,102503.03486286817,2.565685896809179e-06,205006.0697308677,9.999984360955705e-15
90.0,102531.5118858765,0.0,102531.51188328091,2.595596609413306e-06,205063.023771753,9.99998532832445e-15
91.0,102559.99681761103,0.0,102559.99681498548,2.62553185589185e-06,205119.99363522205,9.99999873848302e-15
92.0,102588.48967125901,0.0,102588.48966860352,2.6554917814384183e-06,205176.97934251803,9.99998128086409e-15
93.0,102616.99043091199,0.0,102616.9904282265,2.6854761238309506e-06,205233.98086182395,9.999976379983348e-15
94.0,102645.49910876268,0.0,102645.4991060472,2.7154850523905966e-06,205290.99821752534,9.999983621265778e-15
95.0,102674.01570699619,0.0,102674.01570425066,2.7455185827535934e-06,205348.03141399237,1.000000260806474e-14
96.0,102702.5402277982,0.0,102702.54022502262,2.775576730565534e-06,205405.08045559638,9.999991879544496e-15
97.0,102731.07267335503,0.0,102731.07267054936,2.8056595114813628e-06,205462.14534671005,9.999993010354283e-15
98.0,102759.61304585358,0.0,102759.6130430178,2.835766941165379e-06,205519.22609170713,1.0000005624655809e-14
99.0,102788.16134748138,0.0,102788.16134461548,2.865899035291236e-06,205576.3226949628,9.999989542619953e-15
100.0,102816.71758042656,0.0,102816.71757753051,2.896055809541942e-06,205633.43516085314,9.999985044588745e-15
101.0,102845.28174687787,0.0,102845.28174395164,2.926237279609857e-06,205690.56349375573,9.999991774072985e-15
102.0,102873.85384902466,0.0,102873.8538460682,2.956443461196696e-06,205747.70769804931,1.0000009388566513e-14
103.0,102902.43388905686,0.0,102902.4338860702,2.9866743700135285e-06,205804.86777811372,9.999999307420299e-15
104.0,102931.02186916508,0.0,102931.02186614815,3.0169300217807774e-06,205862.04373833016,1.0000000211721675e-14
105.0,102959.61779154048,0.0,102959.61778849327,3.0472104322282186e-06,205919.23558308094,1.0000011775674072e-14
106.0,102988.22165837485,0.0,102988.22165529734,3.0775156170949837e-06,205976.44331674973,9.999996532477734e-15
107.0,103016.83347186059,0.0,103016.83346875274,3.107845592129557e-06,206033.66694372118,9.999992038383632e-15
108.0,103045.45323419069,0.0,103045.45323105248,3.1382003730897773e-06,206090.90646838138,9.999997983217417e-15
109.0,103074.08094755877,0.0,103074.0809443902,3.168579975742836e-06,206148.16189511755,1.0000014068189953e-14
110.0,103102.71661415906,0.0,103102.71661096008,3.1989844158652807e-06,206205.4332283181,1.0000004223093135e-14
111.0,103131.3602361864,0.0,103131.36023295698,3.2294137092430112e-06,206262.7204723728,1.0000004607296715e-14
112.0,103160.01181583622,0.0,103160.01181257634,3.2598678716712816e-06,206320.02363167243,1.0000014935636888e-14
113.0,103188.67135530456,0.0,103188.67135201421,3.2903469189547e-06,206377.3427106091,1.0000000115317464e-14
114.0,103217.33885678809,0.0,103217.33885346724,3.3208508669072283e-06,206434.67771357618,9.999995319129116e-15
115.0,103246.01432248409,0.0,103246.01431913271,3.351379731352183e-06,206492.0286449682,1.0000000274706123e-14
116.0,103274.69775459044,0.0,103274.6977512085,3.3819335281222335e-06,206549.39550918085,9.99998081601041e-15
117.0,103303.38915538466,0.0,103303.38915197212,3.412512274289993e-06,206606.7783107693,1.0000004789657154e-14
118.0,103332.08852715536,0.0,103332.08852371223,3.4431159871001428e-06,206664.1770543107,1.000000442862267e-14
119.0,103360.79587211245,0.0,103360.79586863868,3.4737446825722503e-06,206721.59174422486,1.0000013384260965e-14
120.0,103389.51119246664,0.0,103389.51118896223,3.504398376738256e-06,206779.02238493325,9.999998658589227e-15
121.0,103418.23449042947,0.0,103418.23448689438,3.53507708564265e-06,206836.46898085892,9.999993321469346e-15
122.0,103446.96576821327,0.0,103446.96576464747,3.5657808253424732e-06,206893.9315364265,9.999997131806582e-15
123.0,103475.70502803118,0.0,103475.70502443466,3.5965096119073167e-06,206951.41005606236,1.0000009856349178e-14
124.0,103504.4522720972,0.0,103504.45226846993,3.6272634614193214e-06,207008.9045441944,9.999999589015574e-15
125.0,103533.2075026261,0.0,103533.20749896806,3.658042389973179e-06,207066.4150052522,9.99999830732813e-15
126.0,103561.97072183348,0.0,103561.97071814463,3.6888464136761304e-06,207123.94144366696,1.0000005787447449e-14
127.0,103590.74193193576,0.0,103590.74192821607,3.7196755486479675e-06,207181.48386387152,9.999990893545329e-15
128.0,103619.52113515015,0.0,103619.5211313996,3.750529811021032e-06,207239.04227030027,9.999984826334305e-15
129.0,103648.3083336947,0.0,103648.30832991327,3.781409216940216e-06,207296.61666738937,9.999987370883093e-15
130.0,103677.10352978828,0.0,103677.10352597594,3.812313782562961e-06,207354.20705957653,9.999998318876033e-15
131.0,103705.90672565054,0.0,103705.90672180727,3.843243524059261e-06,207411.81345130104,9.999987510159764e-15
132.0,103734.71792350197,0.0,103734.71791962776,3.874198457611656e-06,207469.43584700392,9.999985169325205e-15
133.0,103763.53712556389,0.0,103763.5371216587,3.9051785994152396e-06,207527.07425112775,9.99999109600669e-15
134.0,103792.36433405838,0.0,103792.36433012219,3.936183965677655e-06,207584.72866811673,1.0000005095821821e-14
135.0,103821.1995512084,0.0,103821.19954724117,3.967214572619095e-06,207642.39910241676,9.999997925844873e-15
136.0,103850.04277923769,0.0,103850.0427752394,3.998270436472303e-06,207700.08555847537,9.99999889264046e-15
137.0,103878.89402037078,0.0,103878.89401634141,4.029351573482572e-06,207757.78804074152,1.000000780895145e-14
138.0,103907.75327683307,0.0,103907.75327277259,4.060457999907745e-06,207815.5065536661,9.999996082175813e-15
139.0,103936.62055085073,0.0,103936.62054675912,4.091589732018217e-06,207873.24110170145,9.999992363168589e-15
140.0,103965.49584465077,0.0,103965.495840528,4.12274678609693e-06,207930.99168930153,9.999996471454985e-15
141.0,103994.379160461,0.0,103994.37915630707,4.153929178439379e-06,207988.758320922,1.0000008231682375e-14
142.0,104023.27050051007,0.0,104023.27049632491,4.1851369253536074e-06,208046.54100102012,9.999999878402711e-15
143.0,104052.16986702739,0.0,104052.169862811,4.21637004316021e-06,208104.33973405475,9.999999234616668e-15
144.0,104081.07726224324,0.0,104081.0772579956,4.247628548192333e-06,208162.15452448645,1.0000006131084247e-14
145.0,104109.9926883887,0.0,104109.99268410976,4.278912456795668e-06,208219.98537677736,9.999993390463399e-15
146.0,104138.91614769562,0.0,104138.91614338539,4.310221785328461e-06,208277.83229539124,9.999988243008235e-15
147.0,104167.84764239675,0.0,104167.84763805517,4.341556550161508e-06,208335.69528479347,9.999990525311768e-15
148.0,104196.78717472557,0.0,104196.78717035265,4.372916767678154e-06,208393.5743494511,1.0000000078385533e-14
149.0,104225.73474691644,0.0,104225.73474251213,4.404302454274292e-06,208451.46949383288,9.999990474613038e-15
150.0,104254.69036120448,0.0,104254.69035676876,4.435713626358371e-06,208509.38072240894,9.999988193906364e-15
151.0,104283.65401982567,0.0,104283.65401535851,4.467150300351384e-06,208567.3080396513,9.999993082560391e-15
152.0,104312.62572501677,0.0,104312.62572051813,4.498612492686877e-06,208625.2514500335,1.0000004990917091e-14
153.0,104341.60547901536,0.0,104341.60547448524,4.530100219810948e-06,208683.2109580307,9.999998201517695e-15
154.0,104370.59328405987,0.0,104370.59327949824,4.561613498182241e-06,208741.18656811974,9.999998483328369e-15
155.0,104399.5891423895,0.0,104399.58913779633,4.593152344271954e-06,208799.178284779,1.0000005691492172e-14
156.0,104428.59305624428,0.0,104428.59305161955,4.624716774563833e-06,208857.18611248856,9.999994615439525e-15
157.0,104457.60502786507,0.0,104457.60502320874,4.656306805554173e-06,208915.2100557301,9.999990513381277e-15
158.0,104486.62505949351,0.0,104486.62505480557,4.6879224537518235e-06,208973.250118987,9.999993245061577e-15
159.0,104515.6531533721,0.0,104515.65314865252,4.719563735678179e-06,209031.3063067442,1.0000002673755048e-14
160.0,104544.6893117441,0.0,104544.68930699286,4.75123066786719e-06,209089.3786234882,9.999994237137826e-15
161.0,104573.73353685364,0.0,104573.7335320707,4.782923266865351e-06,209147.46707370726,9.999992544496144e-15
162.0,104602.78583094564,0.0,104602.78582613097,4.8146415492317095e-06,209205.57166189124,9.999997463303479e-15
163.0,104631.8461962658,0.0,104631.8461914194,4.846385531537865e-06,209263.6923925316,1.0000008864287292e-14
164.0,104660.9146350607,0.0,104660.91463018254,4.878155230367964e-06,209321.8292701214,1.0000002801477597e-14
165.0,104689.99114955182,0.0,104689.99114464186,4.909950661957098e-06,209379.98229910363,1.0000003267021243e-14
166.0,104719.07574193776,0.0,104719.07573699596,4.941771842221752e-06,209438.1514838755,9.999986609210405e-15
167.0,104748.16841446189,0.0,104748.16840948825,4.9736187877053665e-06,209496.33682892376,9.999999902330934e-15
168.0,104777.26916936929,0.0,104777.26916436378,5.005491514976025e-06,209554.53833873855,9.999996115031247e-15
169.0,104806.37800890574,0.0,104806.37800386833,5.0373900406130525e-06,209612.75601781145,9.999998651857555e-15
170.0,104835.49493531774,0.0,104835.4949302484,5.069314381207011e-06,209670.98987063544,1.0000007393941698e-14
171.0,104864.6199508525,0.0,104864.61994575123,5.101264553359697e-06,209729.239901705,9.999999402798727e-15
172.0,104893.753057758,0.0,104893.75305262476,5.1332405736841485e-06,209787.506115516,9.999997659172654e-15
173.0,104922.89425828289,0.0,104922.89425311763,5.1652424588046396e-06,209845.78851656575,1.0000002047589561e-14
174.0,104952.04355467655,0.0,104952.04354947928,5.197270225356682e-06,209904.0871093531,9.999990035740352e-15
175.0,104981.20094918911,0.0,104981.20094395976,5.229323889987027e-06,209962.4018983782,1.0000006483603287e-14
176.0,105010.36644407136,0.0,105010.36643880994,5.26140346935366e-06,210020.7328881427,1.0000006572714225e-14
177.0,105039.54004157487,0.0,105039.54003628135,5.2935089801258075e-06,210079.08008314975,9.99999058262779e-15
178.0,105068.72174395192,0.0,105068.72173862625,5.325640438983932e-06,210137.4434879038,1.0000002593439805e-14
179.0,105097.91155345546,0.0,105097.91154809765,5.357797862619733e-06,210195.82310691092,9.999998563831327e-15
180.0,105127.10947233925,0.0,105127.10946694924,5.389981267736151e-06,210254.21894467846,1.0000000417368653e-14
181.0,105156.31550285767,0.0,105156.31549743547,5.422190671047362e-06,210312.63100571532,1.0000008049732785e-14
182.0,105185.52964726592,0.0,105185.52964181147,5.454426089278779e-06,210371.05929453185,9.99999994887808e-15
183.0,105214.75190781984,0.0,105214.75190233313,5.486687539167053e-06,210429.50381563965,9.99999766498635e-15
184.0,105243.98228677602,0.0,105243.98228125703,5.5189750374600736e-06,210487.96457355205,1.0000001096522766e-14
185.0,105273.22078639179,0.0,105273.22078084048,5.551288600916968e-06,210546.44157278354,9.999989090166668e-15
186.0,105302.46740892516,0.0,105302.46740334152,5.583628246308102e-06,210604.9348178503,1.0000003772810166e-14
187.0,105331.72215663492,0.0,105331.72215101891,5.615993990415076e-06,210663.4443132698,1.0000003055010847e-14
188.0,105360.98503178051,0.0,105360.9850261321,5.648385850030732e-06,210721.970063561,1.0000007893990237e-14
189.0,105390.25603662213,0.0,105390.25603094131,5.680803841959147e-06,210780.51207324423,9.999997598186057e-15
190.0,105419.53517342069,0.0,105419.53516770744,5.713247983015636e-06,210839.07034684138,9.999992894282618e-15
191.0,105448.82244443786,0.0,105448.82243869212,5.7457182900267535e-06,210897.6448888757,9.999993688010811e-15
192.0,105478.11785193595,0.0,105478.11784615772,5.77821477983029e-06,210956.23570387188,9.999999887066973e-15
193.0,105507.42139817806,0.0,105507.42139236731,5.810737469275274e-06,211014.8427963561,9.999991242390562e-15
194.0,105536.733085428,0.0,105536.7330795847,5.843286375221973e-06,211073.46617085597,1.0000008089521739e-14
195.0,105566.05291595025,0.0,105566.05291007437,5.875861514541891e-06,211132.10583190047,9.999990182617488e-15
196.0,105595.38089201009,0.0,105595.3808861016,5.9084629041177685e-06,211190.76178402014,9.999997589377318e-15
197.0,105624.71701587344,0.0,105624.71700993233,5.941090560843587e-06,211249.43403174684,9.999990433198615e-15
198.0,105654.061289807,0.0,105654.06128383323,5.973744501624563e-06,211308.12257961396,9.999988572638278e-15
199.0,105683.41371607817,0.0,105683.41371007172,6.006424743377151e-06,211366.8274321563,9.999991921694077e-15
200.0,105712.77429695506,0.0,105712.77429091591,6.039131303029046e-06,211425.5485939101,1.000000039608553e-14
201.0,105742.14303470652,0.0,105742.14302863463,6.071864197519176e-06,211484.286069413,9.999994578565374e-15
202.0,105771.5199316021,0.0,105771.51992549746,6.104623443797711e-06,211543.03986320418,9.999993919640093e-15
203.0,105800.9049899121,0.0,105800.90498377467,6.137409058826056e-06,211601.80997982417,9.999998337032312e-15
204.0,105830.2982119075,0.0,105830.29820573727,6.170221059576855e-06,211660.59642381498,9.99998870777761e-15
205.0,105859.69959986005,0.0,105859.69959365697,6.2030594630339906e-06,211719.3991997201,1.0000003132938639e-14
206.0,105889.10915604216,0.0,105889.10914980622,6.23592428619258e-06,211778.2183120843,1.0000003544051518e-14
207.0,105918.52688272702,0.0,105918.52687645819,6.268815546058982e-06,211837.053765454,9.999990146190457e-15
208.0,105947.9527821885,0.0,105947.95277588675,6.30173325965079e-06,211895.90556437697,1.0000000471750323e-14
209.0,105977.38685670121,0.0,105977.38685036651,6.334677443996837e-06,211954.7737134024,9.999997019091564e-15
210.0,106006.82910854046,0.0,106006.82910217281,6.3676481161371925e-06,212013.65821708093,9.999998469671009e-15
211.0,106036.27953998234,0.0,106036.27953358166,6.4006452931231646e-06,212072.55907996465,1.0000004747971565e-14
212.0,106065.73815330355,0.0,106065.73814686987,6.433668992017298e-06,212131.4763066071,9.99999747672223e-15
213.0,106095.20495076447,0.0,106095.20494429773,6.46671922965596e-06,212190.40990152894,9.999995063376747e-15
214.0,106124.6799345889,0.0,106124.6799280891,6.499796022373119e-06,212249.35986917777,9.999997434118419e-15
215.0,106154.1631070477,0.0,106154.1631005148,6.532899387152943e-06,212308.3262140954,1.0000004516503116e-14
216.0,106183.65447041582,0.0,106183.65446384977,6.566029341038173e-06,212367.3089408316,9.999998285273177e-15
217.0,106213.15402696884,0.0,106213.15402036965,6.599185901081503e-06,212426.30805393768,9.999996795285482e-15
218.0,106242.66177898299,0.0,106242.6617723506,6.63236908434558e-06,212485.32355796595,9.999999975685772e-15
219.0,106272.17772873513,0.0,106272.17772206952,6.665578907902997e-06,212544.35545747023,9.999990056157486e-15
220.0,106301.70187850269,0.0,106301.70187180386,6.698815388836306e-06,212603.40375700538,1.0000002452853732e-14
221.0,106331.23423056382,0.0,106331.23422383172,6.732078544238004e-06,212662.4684611276,1.0000001778632093e-14
222.0,106360.7747871972,0.0,106360.77478043182,6.765368391210542e-06,212721.54957439436,1.0000005666183116e-14
223.0,106390.32355068222,0.0,106390.32354388353,6.798684946866321e-06,212780.64710136442,9.999996675159728e-15
224.0,106419.88052329885,0.0,106419.8805164668,6.832028228327695e-06,212839.7610465977,9.999992273388366e-15
225.0,106449.4457073277,0.0,106449.44570046228,6.86539825272697e-06,212898.89141465537,9.999992394253833e-15
226.0,106479.01910505001,0.0,106479.0190981512,6.8987950372063995e-06,212958.0382101,9.999996972321322e-15
227.0,106508.60071874764,0.0,106508.60071181541,6.9322185989181916e-06,213017.20143749527,1.00000059433104e-14
228.0,106538.19055070309,0.0,106538.19054373741,6.965668955024505e-06,213076.38110140618,1.0000002263484854e-14
229.0,106567.78860319947,0.0,106567.7885962003,6.9991461226974485e-06,213135.5772063989,1.0000003004430272e-14
230.0,106597.39487852053,0.0,106597.39487148786,7.032650119119085e-06,213194.78975704103,9.999991274980237e-15
231.0,106627.00937895065,0.0,106627.00937188446,7.066180961481426e-06,213254.01875790127,1.0000000744869843e-14
232.0,106656.63210677484,0.0,106656.63209967509,7.0997386669864345e-06,213313.26421354964,9.999997770793651e-15
233.0,106686.2630642787,0.0,106686.26305714536,7.133323252846026e-06,213372.52612855737,9.999999119275431e-15
234.0,106715.90225374851,0.0,106715.90224658157,7.166934736282068e-06,213431.804507497,1.0000004729691719e-14
235.0,106745.54967747116,0.0,106745.54967027057,7.200573134526377e-06,213491.09935494233,9.999998083852912e-15
236.0,106775.20533773414,0.0,106775.20533049988,7.234238464820722e-06,213550.41067546827,9.999995725860811e-15
237.0,106804.8692368256,0.0,106804.86922955766,7.267930744416824e-06,213609.73847365117,9.999997596301907e-15
238.0,106834.54137703431,0.0,106834.54136973266,7.301649990576355e-06,213669.08275406863,1.0000003636762576e-14
239.0,106864.22176064967,0.0,106864.22175331427,7.335396220570938e-06,213728.44352129934,9.999997615753193e-15
240.0,106893.91038996169,0.0,106893.91038259251,7.369169451682146e-06,213787.82077992338,9.999995790159619e-15
241.0,106923.60726726102,0.0,106923.60725985804,7.402969701201506e-06,213847.21453452203,9.999998102709487e-15
242.0,106953.31239483894,0.0,106953.31238740213,7.436796986430495e-06,213906.62478967785,1.0000004497078388e-14
243.0,106983.02577498734,0.0,106983.02576751668,7.47065132468054e-06,213966.05154997468,9.99999901898883e-15
244.0,107012.74740999879,0.0,107012.74740249423,7.5045327332730215e-06,214025.49481999758,9.999997647601895e-15
245.0,107042.4773021664,0.0,107042.47729462794,7.53844122953927e-06,214084.95460433277,1.0000000327670967e-14
246.0,107072.21545378398,0.0,107072.21544621159,7.57237683082057e-06,214144.43090756793,9.999991306472684e-15
247.0,107101.96186714595,0.0,107101.9618595396,7.606339554468151e-06,214203.9237342919,1.000000199304632e-14
248.0,107131.71654454734,0.0,107131.716536907,7.6403294178432e-06,214263.43308909467,1.000000100272841e-14
249.0,107161.47948828382,0.0,107161.47948060946,7.674346438316856e-06,214322.95897656764,1.0000003980567217e-14
250.0,107191.2507006517,0.0,107191.25069294329,7.708390633270202e-06,214382.50140130337,9.999995435564616e-15
251.0,107221.03018394788,0.0,107221.0301762054,7.74246202009428e-06,214442.06036789573,9.999990881945677e-15
252.0,107250.81794046992,0.0,107250.81793269335,7.776560616190077e-06,214501.63588093984,1.0000005579071656e-14
253.0,107280.613972516,0.0,107280.6139647053,7.810686438968538e-06,214561.22794503198,9.999993540359728e-15
254.0,107310.41828238494,0.0,107310.41827454009,7.844839505850554e-06,214620.83656476988,1.0000000650198458e-14
