time,Donor,PlasmidFreeDonor,Recipient,Transconjugant,Total,SIM
8275.0,996033.9088338353,0.0,996033.8998689238,0.008964912002098343,1992067.817667671,1.0044942739826368e-14
8276.0,996310.6233520953,0.0,996310.6143819113,0.008970184358799654,1992621.246704191,1.0044956582495176e-14
8277.0,996587.4147461548,0.0,996587.4057706955,0.008975459733756925,1993174.82949231,1.0044970545957831e-14
8278.0,996864.283037371,0.0,996864.2740566335,0.008980738128677829,1993728.5660747427,1.0044984506070289e-14
8279.0,997141.228247107,0.0,997141.219261088,0.008986019545270996,1994282.4564942145,1.0044998338841664e-14
8280.0,997418.2503967315,0.0,997418.241405428,0.008991303985246021,1994836.5007934638,1.0045012291573095e-14
8281.0,997695.3495076195,0.0,997695.3405110285,0.008996591450313453,1995390.6990152395,1.0045026240235956e-14
8282.0,997972.5256011517,0.0,997972.5165992703,0.009001881942184804,1995945.051202304,1.0045040184591245e-14
8283.0,998249.7786987149,0.0,998249.76969154,0.009007175462572549,1996499.5573974303,1.0045054124400198e-14
8284.0,998527.1088217017,0.0,998527.0998092303,0.009012472013190123,1997054.2176434041,1.0045068059424285e-14
8285.0,998804.5159915108,0.0,998804.5069737397,0.009017771595751923,1997609.031983022,1.0045082112947376e-14
8286.0,999082.0002295466,0.0,999081.9912064729,0.00902307421197331,1998164.0004590938,1.004509603764891e-14
8287.0,999359.5615572197,0.0,999359.5525288404,0.009028379863570607,1998719.12311444,1.0045109956851349e-14
8288.0,999637.1999959465,0.0,999637.1909622585,0.009033688552261101,1999274.3999918934,1.0045123993724936e-14
8289.0,999914.9155671494,0.0,999914.9065281496,0.009039000279763044,1999829.8311342995,1.004513790117848e-14
8290.0,1000192.7082922567,0.0,1000192.6992479422,0.009044315047795652,2000385.4165845138,1.0045151925752474e-14
8291.0,1000470.5781927027,0.0,1000470.5691430704,0.009049632858079108,2000941.156385406,1.0045165820508515e-14
