time,Donor,PlasmidFreeDonor,Recipient,Transconjugant,Total,SIM
40.0,101117.30671792377,0.0,101117.30671679397,1.1297958739101758e-06,202234.61343584754,1.000009374313288e-14
41.0,101145.39875049618,0.0,101145.39874933766,1.1585238135112613e-06,202290.7975009924,1.0000061762701241e-14
42.0,101173.49859013948,0.0,101173.4985889522,1.187275550224416e-06,202346.99718027894,1.0000059415402227e-14
43.0,101201.60623930281,0.0,101201.60623808677,1.2160511013179756e-06,202403.21247860562,1.0000084604281136e-14
44.0,101229.72170034536,0.0,101229.7216991005,1.2448504834632472e-06,202459.4434006907,1.0000045140577116e-14
45.0,101257.84497335345,0.0,101257.84497207978,1.273673698253028e-06,202515.6899467069,1.0000033607118097e-14
46.0,101285.97605952297,0.0,101285.97605822046,1.3025207546407905e-06,202571.95211904595,1.0000048154848141e-14
47.0,101314.11496102366,0.0,101314.11495969228,1.3313916680411395e-06,202628.22992204732,1.0000087092040791e-14
48.0,101342.26168002526,0.0,101342.26167866497,1.3602864538686802e-06,202684.52336005052,1.0000066155103181e-14
49.0,101370.4162186975,0.0,101370.41621730829,1.3892051275380178e-06,202740.832437395,1.0000070031329653e-14
50.0,101398.57857921012,0.0,101398.57857779198,1.4181477044637578e-06,202797.15715842025,1.0000097206593869e-14
51.0,101426.74876373289,0.0,101426.74876228579,1.4471142000605052e-06,202853.49752746578,1.0000068470647051e-14
52.0,101454.92677443555,0.0,101454.92677295943,1.476104629742865e-06,202909.8535488711,1.0000063364477842e-14
53.0,101483.1126134878,0.0,101483.11261198268,1.5051190089254423e-06,202966.2252269756,1.0000080526664e-14
54.0,101511.30628305943,0.0,101511.30628152528,1.5341573530228426e-06,203022.61256611886,1.000004523549059e-14
55.0,101539.50778532017,0.0,101539.50778375694,1.563219677449671e-06,203079.01557064033,1.00001045900591e-14
56.0,101567.71712243975,0.0,101567.71712084745,1.5923059976205326e-06,203135.4342448795,1.0000041014458728e-14
57.0,101595.93429658793,0.0,101595.93429496652,1.6214163289500328e-06,203191.86859317587,1.0000069711743006e-14
58.0,101624.15930993445,0.0,101624.1593082839,1.6505506868527762e-06,203248.3186198689,1.0000049145262354e-14
59.0,101652.39216464905,0.0,101652.39216296934,1.6797090867433687e-06,203304.78432929807,1.0000049015424191e-14
60.0,101680.63286290146,0.0,101680.63286119257,1.7088915440364149e-06,203361.26572580292,1.0000068279326794e-14
61.0,101708.88140686146,0.0,101708.88140512335,1.7380980741465203e-06,203417.76281372292,1.0000105962460436e-14
