,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.352777777777778,4.265833333333333,4.265833333333333,4.265833333333333,n/a,n/a
1,E0_I1,1.1242197086929366e-06,0.0,0.0,0.0,0.76,0
2,E1_I1,1.4825664286476168e-06,0.0,0.0,0.0,0.72,0
3,E2_I1,1.0792383933622824e-06,0.0,0.0,0.0,0.73,0
4,E3_I1,6.199256820579612e-07,0.0,0.0,0.0,0.83,0
5,E4_I1,9.534017013019752e-07,0.0,0.0,0.0,0.77,0
6,E5_I1,7.529642702572702e-07,0.0,0.0,0.0,0.75,0
7,E6_I1,1.3034460053806098e-06,1.9897935590515416e-06,2.0115175933952344e-06,8.467113730271625e-07,0.69,1
8,E7_I1,1.478547475331274e-06,2.4969093314084404e-06,2.3976886004181968e-06,1.1081707646821545e-06,0.71,1
9,E8_I1,1.6989610555586653e-06,0.0,0.0,0.0,0.77,0
10,E9_I1,8.435724318451043e-07,0.0,0.0,0.0,0.76,0
11,E10_I1,7.656120502627636e-07,2.681935861096499e-06,2.9260544128114297e-06,1.0583892162839531e-06,0.73,2
12,E11_I1,7.983712866246735e-07,0.0,0.0,0.0,0.81,0
13,E12_I1,5.882540284826427e-07,0.0,0.0,0.0,0.79,0
14,E13_I1,1.8195574020754916e-06,0.0,0.0,0.0,0.69,0
15,E14_I1,7.715117577868352e-07,0.0,0.0,0.0,0.77,0
16,E15_I1,1.1390387339768204e-06,0.0,0.0,0.0,0.77,0
17,E16_I1,1.0072588217366515e-06,2.3138325454702773e-06,2.2732274569942076e-06,1.0204102457351954e-06,0.78,1
18,E17_I1,6.874503270308042e-07,1.537666277863847e-06,1.6368704736005517e-06,6.231034289381694e-07,0.78,1
19,E18_I1,1.115452265987741e-06,0.0,0.0,0.0,0.74,0
20,E19_I1,1.8160504427812713e-06,0.0,0.0,0.0,0.67,0
21,E20_I1,1.354869122485085e-06,0.0,0.0,0.0,0.8,0
22,E21_I1,2.0317000981072684e-06,0.0,0.0,0.0,0.75,0
23,E22_I1,1.3350822282546952e-06,0.0,0.0,0.0,0.73,0
24,E23_I1,7.661712325753953e-07,3.1385313935194755e-06,3.2994013093060577e-06,1.2605603442842412e-06,0.76,2
25,E24_I1,9.595373292114496e-07,0.0,0.0,0.0,0.74,0
26,E25_I1,5.571955986284559e-07,0.0,0.0,0.0,0.78,0
27,E26_I1,1.8961711268551632e-06,0.0,0.0,0.0,0.65,0
28,E27_I1,1.103909025379499e-06,0.0,0.0,0.0,0.73,0
29,E28_I1,2.415814499082711e-06,0.0,0.0,0.0,0.68,0
30,E29_I1,1.1113245653570203e-06,0.0,0.0,0.0,0.77,0
31,E30_I1,1.5434071598898288e-06,0.0,0.0,0.0,0.76,0
32,E31_I1,1.5255619356328504e-06,0.0,0.0,0.0,0.75,0
33,E32_I1,8.969816270061192e-07,0.0,0.0,0.0,0.78,0
34,E33_I1,7.262527095477188e-07,0.0,0.0,0.0,0.78,0
35,E34_I1,1.1964356421336533e-06,0.0,0.0,0.0,0.78,0
36,E35_I1,1.0802978271312555e-06,0.0,0.0,0.0,0.79,0
37,E36_I1,7.456499821778728e-07,1.6782993419522064e-06,1.7564261613551147e-06,6.91294254929965e-07,0.78,1
38,E37_I1,7.963905411442857e-07,1.8103833014818878e-06,1.859200019462418e-06,7.522778974735499e-07,0.78,1
39,E38_I1,1.3243211728872813e-06,0.0,0.0,0.0,0.74,0
40,E39_I1,1.6319367794699958e-06,0.0,0.0,0.0,0.74,0
41,E40_I1,1.519954435671997e-06,0.0,0.0,0.0,0.63,0
42,E41_I1,8.264339795405285e-07,0.0,0.0,0.0,0.8,0
43,E42_I1,1.4678585338323316e-06,0.0,0.0,0.0,0.71,0
44,E43_I1,9.404322228579231e-07,1.1528787448687104e-05,1.1815267995285256e-05,4.919968512201522e-06,0.76,6
45,E44_I1,3.2792346819631007e-07,0.0,0.0,0.0,0.83,0
46,E45_I1,1.1427723671041202e-06,0.0,0.0,0.0,0.74,0
47,E46_I1,1.1483216467744323e-06,2.1661391457298967e-06,2.1580083926982125e-06,9.42141223200793e-07,0.74,1
48,E47_I1,7.999101309615693e-07,2.3077968137324924e-06,2.262160841254942e-06,1.0127689914441275e-06,0.82,1
49,E48_I1,1.590238429125245e-06,0.0,0.0,0.0,0.71,0
50,E49_I1,1.0806735091925274e-06,0.0,0.0,0.0,0.76,0
51,E50_I1,8.495263735092919e-07,0.0,0.0,0.0,0.76,0
