,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.4702777777777776,4.4875,4.4875,4.4875,n/a,n/a
1,E0_I1,inf,7.167838361710312e-07,6.775210257950458e-07,1.6597299263689302e-07,0.0,37
2,E1_I1,inf,8.604747615470157e-07,8.301319568431644e-07,1.9425491990672647e-07,0.0,53
3,E2_I1,inf,1.3211331648416922e-06,1.2879288261129234e-06,3.016214100293312e-07,0.0,82
4,E3_I1,inf,9.705215585027968e-07,9.268565702174507e-07,2.2522888929187533e-07,0.0,52
5,E4_I1,inf,1.5618975502370733e-06,1.469052430201215e-06,3.673118867268911e-07,0.0,75
6,E5_I1,inf,9.807779452282342e-07,9.45493868685326e-07,2.2494404516876428e-07,0.0,57
7,E6_I1,inf,8.484926663387866e-07,8.29188444061968e-07,1.9096541854635888e-07,0.0,56
8,E7_I1,inf,1.0336827772999893e-06,1.0232102572158639e-06,2.3207083809102392e-07,0.0,73
9,E8_I1,inf,9.945190742556702e-07,9.300452785872428e-07,2.3177022855789317e-07,0.0,48
10,E9_I1,inf,6.961866734262972e-07,6.575955898886439e-07,1.6097330253753082e-07,0.0,36
11,E10_I1,inf,5.991358323264688e-07,5.525911796345137e-07,1.4171957385403808e-07,0.0,26
12,E11_I1,inf,1.049482689430842e-06,9.820850845136084e-07,2.4576285303225573e-07,0.0,50
13,E12_I1,inf,6.80126711461011e-07,6.583063377721296e-07,1.5304775490724668e-07,0.0,43
14,E13_I1,inf,7.65698118305121e-07,7.31777304400864e-07,1.7423184298780684e-07,0.0,44
15,E14_I1,inf,9.308217110756839e-07,8.798606439907245e-07,2.156076752074122e-07,0.0,48
16,E15_I1,inf,1.4436012865903816e-06,1.342504930671461e-06,3.428866069195862e-07,0.0,64
17,E16_I1,inf,6.321826913904089e-07,6.013929088536021e-07,1.4456259648714335e-07,0.0,35
18,E17_I1,inf,1.0214941711720604e-06,9.682680943879074e-07,2.3703343055102956e-07,0.0,53
19,E18_I1,inf,8.749265627238663e-07,8.24279387566151e-07,2.0194420980210133e-07,0.0,45
20,E19_I1,inf,1.5316135133015245e-06,1.4600459655727196e-06,3.5468445054501694e-07,0.0,82
21,E20_I1,inf,1.4933638812577664e-06,1.4308103435875364e-06,3.4186905556075195e-07,0.0,85
22,E21_I1,inf,7.633109124191674e-07,7.308536998146074e-07,1.7394791281559822e-07,0.0,44
23,E22_I1,inf,8.931580190970262e-07,8.510610831798334e-07,2.0648614537974537e-07,0.0,48
24,E23_I1,inf,1.0038940633976663e-06,9.606397358550406e-07,2.2961019198554081e-07,0.0,57
25,E24_I1,inf,1.0933503876200702e-06,1.0626800332510463e-06,2.4956952981026083e-07,0.0,67
26,E25_I1,inf,8.109543680428275e-07,7.503591418922137e-07,1.8963792640850148e-07,0.0,37
27,E26_I1,inf,9.067267116426357e-07,8.310950073013046e-07,2.1163440681076767e-07,0.0,40
28,E27_I1,inf,9.725143276840439e-07,9.321300337540022e-07,2.231610119096508e-07,0.0,55
29,E28_I1,inf,1.1905991455962395e-06,1.1546133547531718e-06,2.6685941541014e-07,0.0,77
