,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.352777777777778,4.265833333333333,4.265833333333333,4.265833333333333,n/a,n/a
1,E0_I1,8.488019737804623e-07,8.630018771398201e-07,7.912394584782996e-07,2.3988418391600534e-07,0.01,9
2,E1_I1,1.1030134850155379e-07,7.23335736746346e-07,7.627431686465741e-07,1.5137700088858298e-07,0.05,36
3,E2_I1,4.551766166534795e-07,2.3816214965676764e-07,2.3666357889287155e-07,6.249949341230926e-08,0.02,4
4,E3_I1,1.6589904828125275e-07,6.678095423718822e-07,6.986294932338956e-07,1.4305473368452898e-07,0.02,29
5,E4_I1,4.89237270665327e-07,7.115810687013666e-07,6.929805681912402e-07,1.8681837167621191e-07,0.02,11
6,E5_I1,6.601334835471268e-07,3.1842007112251076e-06,2.9356564635920183e-06,8.656636930818232e-07,0.02,36
7,E6_I1,1.527289782294234e-06,8.799627708857502e-07,7.174972371881182e-07,2.662245209822194e-07,0.01,5
8,E7_I1,2.4073983467353773e-07,2.9235796847598084e-07,3.032684203012081e-07,6.774973653821203e-08,0.02,9
9,E8_I1,9.705307618235299e-07,2.064295830053136e-06,1.725316437435904e-06,6.181799593190034e-07,0.04,13
10,E9_I1,8.998088491411919e-07,2.3302465232432044e-06,2.0323162222107217e-06,6.277754093523697e-07,0.01,22
11,E10_I1,1.423404888363006e-06,1.4343002114727594e-06,1.083234789270905e-06,4.162033617191458e-07,0.02,7
12,E11_I1,9.210461638777991e-07,1.6509622076099416e-06,1.5075204644011648e-06,4.6919837311329105e-07,0.01,16
13,E12_I1,8.545846937193768e-07,1.1832053050912744e-06,1.0610904411626185e-06,3.2239214975115356e-07,0.01,12
14,E13_I1,7.002330802399881e-07,9.363997045551052e-07,8.950079182813855e-07,2.5562106732979033e-07,0.01,12
15,E14_I1,2.2803352495529764e-08,8.725871943135464e-07,1.067439150417475e-06,1.558107163337332e-07,0.04,233
16,E15_I1,9.39733104131914e-07,1.527801927183949e-06,1.3189647814848576e-06,4.363130240528462e-07,0.02,12
17,E16_I1,4.405336359524092e-07,2.6986827628026606e-07,2.5299216261878573e-07,6.829306603427287e-08,0.03,4
18,E17_I1,3.564585465868772e-07,6.717322245611174e-06,6.729996222053732e-06,1.7116801779077585e-06,0.03,128
19,E18_I1,8.382775920251921e-07,4.7667233503976597e-07,3.994665174206264e-07,1.2717120491020738e-07,0.02,4
20,E19_I1,4.696299417297605e-08,3.3301248686610386e-06,4.196011733600131e-06,6.92765013051665e-07,0.04,465
21,E20_I1,1.4500196401655161e-06,5.333399818687068e-07,4.1258325196113405e-07,1.5018149433590492e-07,0.01,3
22,E21_I1,4.0553104957916905e-07,4.0389649497151127e-07,4.170580857910673e-07,1.0204932043656699e-07,0.01,9
23,E22_I1,3.746246988420044e-07,7.815024481534742e-07,7.483846992180737e-07,1.8727396617513806e-07,0.02,15
24,E23_I1,1.2655231619234947e-06,2.365132226529144e-06,1.96851775404352e-06,7.2370776163651e-07,0.02,14
25,E24_I1,3.209351928703266e-07,1.3826968697597304e-06,1.430952434219897e-06,3.2965533407054674e-07,0.01,38
26,E25_I1,2.5398730016151527e-07,1.507352851326505e-07,1.5589217572212397e-07,3.626434088942806e-08,0.03,4
27,E26_I1,6.083250451668434e-08,7.36436681766295e-07,8.798838857321483e-07,1.4998809853473554e-07,0.03,83
28,E27_I1,1.7276585373186261e-07,6.111411704441463e-07,6.621950134288094e-07,1.4031562596905478e-07,0.03,24
29,E28_I1,2.1461450675912856e-07,3.2796711866721448e-06,3.353233992114686e-06,7.481133353175169e-07,0.03,100
30,E29_I1,2.517673137842506e-06,0.0,0.0,0.0,0.01,0
