,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.5172222222222222,4.463055555555556,4.463055555555556,4.463055555555556,n/a,n/a
1,E0_I1,1.0726364614973777e-06,7.534259276489683e-07,1.1254009684468338e-06,1.6758710859530929e-07,0.44,57
2,E1_I1,9.934487986633901e-07,6.625792419079964e-07,9.890969449184045e-07,1.4733887804666998e-07,0.46,50
3,E2_I1,1.0451376611514354e-06,5.919712728171808e-07,8.852000559662276e-07,1.30748159694236e-07,0.43,47
4,E3_I1,9.736274213716985e-07,6.838162974073808e-07,1.0230296405168923e-06,1.5125900220261343e-07,0.47,54
5,E4_I1,8.356432132561314e-07,8.71874385716319e-07,1.3135216322038261e-06,1.9076921362111765e-07,0.49,77
6,E5_I1,8.58156610755144e-07,9.588677096903205e-07,1.4439074755198065e-06,2.104018785975898e-07,0.47,83
7,E6_I1,7.368597237539968e-07,7.9086096714575e-07,1.1847910603280868e-06,1.749546486620414e-07,0.54,63
8,E7_I1,1.0983511932410495e-06,6.893294905390001e-07,1.0206092556951788e-06,1.5636195469221356e-07,0.49,44
9,E8_I1,1.0041605149263571e-06,6.199624765098852e-07,9.206188240767198e-07,1.3848740359314596e-07,0.48,44
10,E9_I1,8.097705052715084e-07,6.482109095780561e-07,9.693389753914053e-07,1.4340082999650733e-07,0.53,51
11,E10_I1,8.920763753906955e-07,7.271853530603369e-07,1.0946159769773682e-06,1.586315481173249e-07,0.45,65
12,E11_I1,1.0951758052546244e-06,5.026197228409604e-07,7.442847196624323e-07,1.1345774803012893e-07,0.46,33
13,E12_I1,1.4194163186430077e-06,6.510799107165086e-07,9.658894646040368e-07,1.46532712151978e-07,0.38,44
14,E13_I1,1.2954980033645024e-06,7.49874910815469e-07,1.1119234794795261e-06,1.696848417958667e-07,0.42,49
15,E14_I1,8.525801601225861e-07,1.230114389103492e-06,1.85225550240191e-06,2.7142995856679437e-07,0.48,103
16,E15_I1,9.515661788826536e-07,7.498772256069281e-07,1.1132766815403626e-06,1.687243671436933e-07,0.52,51
17,E16_I1,1.1427864048207564e-06,5.739959839317147e-07,8.484159277680368e-07,1.3035227809244743e-07,0.48,36
18,E17_I1,6.789549621600777e-07,7.409036820259088e-07,1.1047559266301307e-06,1.6553444957002577e-07,0.59,54
19,E18_I1,1.303387794505229e-06,6.937620861811121e-07,1.0302665920615073e-06,1.5625948677248916e-07,0.41,47
