,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,inf,1.0945059243814783e-14
2,E1_I1,inf,0.0
3,E2_I1,inf,4.0754993840522856e-15
4,E3_I1,inf,5.995276797341933e-14
5,E4_I1,inf,1.3759005265096402e-14
6,E5_I1,inf,8.806401229068273e-15
7,E6_I1,inf,6.181725638853781e-15
8,E7_I1,inf,4.656525649747086e-15
9,E8_I1,inf,8.082605890846943e-15
10,E9_I1,inf,9.97485195946045e-15
11,E10_I1,inf,7.0403797636733784e-15
12,E11_I1,inf,1.1589531064809221e-14
13,E12_I1,inf,4.848790339997336e-15
14,E13_I1,inf,3.7845215410257416e-15
15,E14_I1,inf,4.041356060547908e-15
16,E15_I1,inf,4.174956787010781e-15
17,E16_I1,inf,1.265249051230138e-14
18,E17_I1,inf,1.5460711238473998e-14
19,E18_I1,inf,4.600588337608879e-15
20,E19_I1,inf,6.191739696799009e-15
21,E20_I1,inf,1.4631729725061254e-14
22,E21_I1,inf,2.146592058654527e-14
23,E22_I1,inf,8.154261088687635e-15
24,E23_I1,inf,0.0
25,E24_I1,inf,1.066635838111905e-14
26,E25_I1,inf,0.0
27,E26_I1,inf,1.1266775964455528e-14
28,E27_I1,inf,0.0
29,E28_I1,inf,4.294367311145519e-15
30,E29_I1,inf,7.222022929384878e-15
31,E30_I1,inf,4.498876873727256e-15
32,E31_I1,inf,1.0470734351870704e-14
33,E32_I1,inf,2.347877886843114e-14
34,E33_I1,inf,1.2729105581888219e-14
35,E34_I1,inf,3.972175505740458e-14
36,E35_I1,inf,9.966744979751004e-15
37,E36_I1,inf,6.371438455496054e-15
38,E37_I1,inf,1.7824200288193568e-14
39,E38_I1,inf,1.412859544167321e-14
40,E39_I1,inf,1.2002307019063561e-14
41,E40_I1,inf,1.651089886527667e-14
42,E41_I1,inf,1.0815016782729695e-14
43,E42_I1,inf,5.252243813551583e-15
44,E43_I1,inf,1.3689998010462044e-14
45,E44_I1,inf,7.631065047886245e-15
46,E45_I1,inf,3.949821912474153e-15
47,E46_I1,inf,1.4761236841095384e-14
48,E47_I1,inf,0.0
49,E48_I1,inf,4.730875164388502e-15
50,E49_I1,inf,1.7879175294489124e-14
51,E50_I1,inf,7.022930420108827e-15
52,E51_I1,inf,1.4258389958646763e-14
53,E52_I1,inf,9.85673155367903e-14
54,E53_I1,inf,3.552757136908949e-15
55,E54_I1,inf,1.5239024009244297e-14
56,E55_I1,inf,0.0
57,E56_I1,inf,4.942161690396156e-15
58,E57_I1,inf,3.866313728864151e-15
59,E58_I1,inf,0.0
60,E59_I1,inf,4.707354281089231e-15
61,E60_I1,inf,0.0
62,E61_I1,inf,3.2861115134308348e-15
63,E62_I1,inf,3.362895389351493e-14
64,E63_I1,inf,3.051527607200654e-15
65,E64_I1,inf,4.659954741865561e-15
66,E65_I1,inf,1.1874675670261761e-14
67,E66_I1,inf,1.3116518837489711e-14
68,E67_I1,inf,2.1286827094853696e-14
69,E68_I1,inf,1.484108978034522e-14
70,E69_I1,inf,1.2343841305451231e-14
71,E70_I1,inf,8.21716289380718e-15
72,E71_I1,inf,1.3152913042968587e-14
73,E72_I1,inf,1.833148502126088e-14
74,E73_I1,inf,5.302054271585871e-15
75,E74_I1,inf,0.0
76,E75_I1,inf,1.6304305638132844e-14
77,E76_I1,inf,3.951185133239723e-15
78,E77_I1,inf,7.49939149778022e-15
79,E78_I1,inf,1.8930392239827804e-14
80,E79_I1,inf,5.848872488310931e-15
81,E80_I1,inf,1.2402323253450456e-14
82,E81_I1,inf,5.435270304104227e-15
83,E82_I1,inf,8.167388060473192e-14
84,E83_I1,inf,9.590367680270275e-15
85,E84_I1,inf,1.0633496104217179e-14
86,E85_I1,inf,4.313771614379121e-15
87,E86_I1,inf,1.1036447204700666e-14
88,E87_I1,inf,7.478161390636109e-15
89,E88_I1,inf,0.0
90,E89_I1,inf,6.7193974547612985e-15
91,E90_I1,inf,0.0
92,E91_I1,inf,5.624392825722542e-15
93,E92_I1,inf,6.6517891132014004e-15
94,E93_I1,inf,4.760379291725904e-15
95,E94_I1,inf,0.0
96,E95_I1,inf,3.451209997043594e-14
97,E96_I1,inf,1.6716143325668913e-14
98,E97_I1,inf,3.711612901292706e-15
99,E98_I1,inf,5.314185127265707e-14
100,E99_I1,inf,1.8144209977468758e-14
101,E0_I2_P0,,1.7474813581136974e-14
102,E0_I2_P1,,1.4583169192065353e-14
103,E0_I2_P2,,3.168042926535637e-14
104,E0_I2_P3,,8.371481876865917e-15
105,E0_I2_P4,,2.0609944179223537e-14
106,E0_I2_P5,,1.3154585021385037e-14
107,E0_I2_P6,,3.4387236224698546e-15
108,E0_I2_P7,,1.4412547539561315e-14
109,E0_I2_P8,,1.2387665752698332e-14
110,E0_I2_P9,,2.039555139120947e-14
111,E0_I2_P10,,3.5085904162387274e-15
112,E0_I2_P11,,1.1903226185938119e-14
113,E0_I2_P12,,1.0107499462859379e-14
114,E0_I2_P13,,5.2972401404122414e-15
115,E0_I2_P14,,7.54718237853556e-15
116,E0_I2_P15,,2.2214738078688074e-14
117,E0_I2_P16,,0.0
118,E0_I2_P17,,0.0
119,E0_I2_P18,,1.0592726440652814e-14
120,E0_I2_P19,,3.361345864297383e-15
121,E0_I2_P20,,6.075242702101557e-15
122,E0_I2_P21,,1.1607103289936787e-14
123,E0_I2_P22,,4.113522634450263e-15
124,E0_I2_P23,,1.2371318516100341e-14
125,E0_I2_P24,,8.313368529229983e-15
126,E0_I2_P25,,3.790227229670444e-14
127,E0_I2_P26,,1.3202072680878273e-14
128,E0_I2_P27,,1.4654920047250607e-14
129,E0_I2_P28,,6.735191994096555e-15
130,E0_I2_P29,,3.3783606843280087e-14
131,E0_I2_P30,,7.649383145150258e-15
132,E0_I2_P31,,1.1145009453075875e-14
133,E0_I2_P32,,8.414120977430835e-15
134,E0_I2_P33,,0.0
135,E0_I2_P34,,6.131539033665155e-15
136,E0_I2_P35,,1.5228299839024903e-14
137,E0_I2_P36,,4.583182785437963e-15
138,E0_I2_P37,,1.0424602767388762e-14
139,E0_I2_P38,,8.633283752492467e-15
140,E0_I2_P39,,0.0
141,E0_I2_P40,,0.0
142,E0_I2_P41,,7.339497160686422e-15
143,E0_I2_P42,,2.882794669863449e-14
144,E0_I2_P43,,1.1600761287750925e-14
145,E0_I2_P44,,0.0
146,E0_I2_P45,,2.0837962062917583e-14
147,E0_I2_P46,,3.336959289366371e-15
148,E0_I2_P47,,1.3889326584973286e-14
149,E0_I2_P48,,2.4000265104210752e-14
150,E0_I2_P49,,2.1657009319478145e-14
151,E0_I2_P50,,1.010838876932767e-14
152,E0_I2_P51,,1.5067502966299263e-14
153,E0_I2_P52,,3.847369931105378e-15
154,E0_I2_P53,,6.7782354139319726e-15
155,E0_I2_P54,,6.075242702101557e-15
156,E0_I2_P55,,2.9371019499626565e-15
157,E0_I2_P56,,1.5399239859295955e-14
158,E0_I2_P57,,0.0
159,E0_I2_P58,,5.261002593412043e-15
160,E0_I2_P59,,3.4076522151498888e-15
161,E0_I2_P60,,1.1878831786259492e-14
162,E0_I2_P61,,7.683266610914043e-15
163,E0_I2_P62,,7.34656439665331e-15
164,E0_I2_P63,,0.0
165,E0_I2_P64,,2.9375394299331945e-14
166,E0_I2_P65,,5.501423056352215e-15
167,E0_I2_P66,,9.890758412096895e-15
168,E0_I2_P67,,1.1294290894400415e-14
169,E0_I2_P68,,0.0
170,E0_I2_P69,,1.0794793580360695e-14
171,E0_I2_P70,,0.0
172,E0_I2_P71,,2.000043335614135e-14
173,E0_I2_P72,,1.004683138387948e-14
174,E0_I2_P73,,2.3450653637685996e-14
175,E0_I2_P74,,1.0275430838064382e-14
176,E0_I2_P75,,5.2693646494822375e-15
177,E0_I2_P76,,0.0
178,E0_I2_P77,,2.3284415604398843e-14
179,E0_I2_P78,,3.640382295407878e-15
180,E0_I2_P79,,1.1999884187646487e-14
181,E0_I2_P80,,2.119594992746619e-14
182,E0_I2_P81,,4.9679223758320984e-15
183,E0_I2_P82,,0.0
184,E0_I2_P83,,2.4231639552710944e-14
185,E0_I2_P84,,2.060992834356731e-14
186,E0_I2_P85,,0.0
187,E0_I2_P86,,1.7196431383335557e-14
188,E0_I2_P87,,5.325162387123642e-15
189,E0_I2_P88,,4.264876907148615e-15
190,E0_I2_P89,,4.471587719507354e-15
191,E0_I2_P90,,1.1999844294232858e-14
192,E0_I2_P91,,5.860630811713604e-15
193,E0_I2_P92,,2.1007289542494346e-14
194,E0_I2_P93,,1.2698823350300197e-14
195,E0_I2_P94,,0.0
196,E0_I2_P95,,3.144735897874338e-15
197,E0_I2_P96,,3.9149733341735964e-14
198,E0_I2_P97,,0.0
199,E0_I2_P98,,1.2683095828035934e-14
200,E0_I2_P99,,0.0
201,E1_I2_P0,,6.3733406295088964e-15
202,E1_I2_P1,,4.062479784112928e-14
203,E1_I2_P2,,0.0
204,E1_I2_P3,,8.001370019291545e-15
205,E1_I2_P4,,3.518892781002468e-15
206,E1_I2_P5,,4.516287433183154e-15
207,E1_I2_P6,,7.943740932648723e-15
208,E1_I2_P7,,6.898321771923977e-15
209,E1_I2_P8,,5.284551488825502e-15
210,E1_I2_P9,,2.032755373140655e-14
