,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,2.352777777777778,4.265833333333333,4.265833333333333,4.265833333333333,n/a,n/a
1,E0_I1,,9.990443682471912e-07,1.0249836713826614e-06,1.785988343719849e-07,,984
2,E1_I1,,9.433597344721753e-07,9.572637084582209e-07,1.6970961025450038e-07,,846
3,E2_I1,,9.125036096924517e-07,9.240710575256771e-07,1.641947807434917e-07,,808
4,E3_I1,,1.017341225476835e-06,1.0322085178902299e-06,1.8373617472534213e-07,,895
5,E4_I1,,9.309406590486013e-07,9.473224046190961e-07,1.6675771560914577e-07,,866
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
