,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,3.1013888888888888,5.689722222222223,5.689722222222223,5.689722222222223,n/a,n/a
1,E0_I1,9.164755043527018e-07,8.387190552945888e-07,9.464394066379112e-07,1.6577193143695335e-07,0.53,48
2,E1_I1,1.271890396651505e-06,5.81926105714737e-07,6.682602924309065e-07,1.1770174668481744e-07,0.45,33
3,E2_I1,7.727625332573552e-07,7.309890708839414e-07,8.304602458302201e-07,1.4221407820520924e-07,0.53,47
4,E3_I1,9.663129358822841e-07,7.025973513323187e-07,7.937616452912639e-07,1.3921542352818343e-07,0.5,40
5,E4_I1,6.918597463542996e-07,8.382776067995136e-07,9.758897657061043e-07,1.698700277071461e-07,0.59,51
6,E5_I1,9.156739449193345e-07,8.117914606013603e-07,9.104580514658339e-07,1.603306941721883e-07,0.53,45
7,E6_I1,1.4208907830722425e-06,9.25675728392791e-07,1.06536644302462e-06,1.8735465606681192e-07,0.4,53
8,E7_I1,1.3214847905653596e-06,6.446010628712638e-07,7.283924749177507e-07,1.2903191328384414e-07,0.43,35
9,E8_I1,9.390467392524046e-07,7.628396398930936e-07,8.726453748678893e-07,1.5231897581481038e-07,0.52,45
10,E9_I1,8.026172023219505e-07,1.4027420255701686e-06,1.6011386086291925e-06,2.784822065844299e-07,0.55,84
11,E10_I1,9.964652026211793e-07,1.107814334147822e-06,1.2190884895866785e-06,2.2343281386090925e-07,0.53,50
12,E11_I1,1.0266089991592962e-06,7.612429711239222e-07,8.730667574351698e-07,1.517161612665169e-07,0.47,46
13,E12_I1,7.976857209551441e-07,9.118964450805702e-07,1.0626319129360336e-06,1.8027297359449272e-07,0.53,63
14,E13_I1,1.01386321636728e-06,8.141187674840179e-07,9.156795587320373e-07,1.6144363403651347e-07,0.48,45
15,E14_I1,9.044540658456244e-07,7.338281049874341e-07,8.380742032594155e-07,1.4574206311282677e-07,0.53,44
16,E15_I1,1.387694688710034e-06,1.0621846558520253e-06,1.2011241717312121e-06,2.2349858164545996e-07,0.47,46
17,E16_I1,7.45438844560842e-07,7.817413736708316e-07,8.918904572468409e-07,1.5431123262623582e-07,0.58,48
18,E17_I1,1.130353923775766e-06,6.190886672157248e-07,7.042992400141652e-07,1.2625537884210097e-07,0.48,32
19,E18_I1,9.350137460885494e-07,1.0978563954428301e-06,1.2918144909195437e-06,2.1725127470712992e-07,0.47,80
20,E19_I1,1.1968507436510252e-06,8.374641618635442e-07,9.38164896104434e-07,1.6704665983242254e-07,0.47,44
21,E20_I1,1.1072820520891192e-06,4.837300072230688e-07,5.433521232006698e-07,9.633743924540993e-08,0.49,26
22,E21_I1,9.679193595105314e-07,5.115865800832152e-07,5.949994095025577e-07,1.0669051439458e-07,0.55,27
23,E22_I1,9.20813779998405e-07,9.586287388551086e-07,1.070467058538759e-06,1.8997100104896044e-07,0.54,51
24,E23_I1,9.432877451268871e-07,5.554227507634889e-07,6.416456356300229e-07,1.1278083576067935e-07,0.53,32
25,E24_I1,9.476992130850851e-07,9.567486055989583e-07,1.0843414813903176e-06,1.8992153799007025e-07,0.51,55
26,E25_I1,9.805311087933492e-07,1.1138398811953933e-06,1.2508067839694155e-06,2.2325293139112846e-07,0.53,58
27,E26_I1,1.185656833350946e-06,6.290768062413394e-07,6.881006884308758e-07,1.23575557841316e-07,0.47,31
28,E27_I1,1.187108180526381e-06,7.921894813941126e-07,8.873466166072626e-07,1.6403554453299581e-07,0.52,35
29,E28_I1,7.964030342591646e-07,1.0312243652162686e-06,1.200100584362585e-06,2.0310964267036537e-07,0.51,72
30,E29_I1,1.0521383394293056e-06,7.009746973383082e-07,8.069068314684791e-07,1.4127733862779171e-07,0.46,41
31,E30_I1,8.855315732953098e-07,7.784378042042582e-07,8.877146534766707e-07,1.5279456347247258e-07,0.5,49
32,E31_I1,1.0906657525535096e-06,1.0838855108537587e-06,1.2460699656757087e-06,2.2389838270052253e-07,0.52,56
33,E32_I1,1.0382572348829414e-06,6.980095886218953e-07,7.584134009037718e-07,1.411704875710731e-07,0.58,29
34,E33_I1,1.2254691534244816e-06,1.0326803712851354e-06,1.1330889690960666e-06,2.0715911645466768e-07,0.47,47
35,E34_I1,8.668587161228114e-07,1.4080876747888442e-06,1.6277142933707063e-06,2.862308656564208e-07,0.55,81
36,E35_I1,9.818647685987995e-07,6.817554343148327e-07,7.937954799853328e-07,1.3715566465388626e-07,0.49,43
37,E36_I1,1.1265348798156594e-06,9.563954257151718e-07,1.1151942655056905e-06,1.9362676246924204e-07,0.44,59
38,E37_I1,6.530446635016019e-07,7.672059850335586e-07,8.800414802138368e-07,1.5387939434683725e-07,0.63,45
39,E38_I1,1.0099087611718657e-06,9.186820872960144e-07,1.0545098716983672e-06,1.7978360033944842e-07,0.44,61
40,E39_I1,8.875093958161977e-07,6.839259505955672e-07,7.630641096895686e-07,1.341631597404791e-07,0.53,38
41,E40_I1,1.0286987149436502e-06,6.0889892806476e-07,6.793185748216682e-07,1.2006246407424008e-07,0.5,33
42,E41_I1,1.5931438448589774e-06,2.063093733212489e-06,2.318000957761497e-06,4.2490954379746034e-07,0.4,95
43,E42_I1,1.1588639444949759e-06,5.14373994806984e-07,5.707544014428391e-07,1.060503469100791e-07,0.54,22
44,E43_I1,1.1034260311176416e-06,1.147378521501652e-06,1.3206786561612742e-06,2.2725243479553082e-07,0.45,73
45,E44_I1,1.0005089515904997e-06,1.013006571941548e-06,1.1366328504584043e-06,2.0345778436331025e-07,0.53,52
46,E45_I1,1.017481379758564e-06,8.783003270371226e-07,1.0183703053845828e-06,1.7541849743892233e-07,0.47,56
47,E46_I1,1.3412071945790235e-06,8.433652685478236e-07,9.774126720052545e-07,1.7089026554043547e-07,0.39,50
48,E47_I1,1.230764779083746e-06,1.2167803305205195e-06,1.379958531254321e-06,2.439206325388019e-07,0.44,67
49,E48_I1,1.3253585699434024e-06,1.241853043437382e-06,1.4156953512255958e-06,2.557942161781385e-07,0.43,62
50,E49_I1,1.0907140365719754e-06,9.130112090106836e-07,1.0293246568148896e-06,1.7972302253626567e-07,0.45,53
51,E50_I1,1.1469801076577585e-06,7.79417277689703e-07,8.768080387618736e-07,1.546578060078084e-07,0.48,43
52,E51_I1,1.1185386985507198e-06,8.218023881941539e-07,9.443879757796747e-07,1.660658184565235e-07,0.48,47
53,E52_I1,1.0071901153864458e-06,6.310364837253782e-07,7.086444330546742e-07,1.2807213386932348e-07,0.55,31
54,E53_I1,1.2658553701781411e-06,7.413099752494496e-07,8.2265128629237e-07,1.505216936693416e-07,0.47,34
55,E54_I1,1.14925903502742e-06,8.850258315669519e-07,1.0047479092741057e-06,1.7668274266557968e-07,0.46,50
56,E55_I1,1.0781932051986258e-06,6.755559956844e-07,7.855133645132665e-07,1.3479943744131882e-07,0.46,44
57,E56_I1,1.0011367401911388e-06,1.0308914108278526e-06,1.189295981211545e-06,2.0853776659637042e-07,0.5,60
58,E57_I1,1.0450922218031115e-06,1.1563434048983675e-06,1.3135943772812431e-06,2.3357995558154654e-07,0.51,62
59,E58_I1,8.17968595592908e-07,1.1257400446302637e-06,1.270016980184666e-06,2.3285394212683218e-07,0.63,52
60,E59_I1,1.0556930539964887e-06,8.131165819268003e-07,9.141691282371245e-07,1.634889301366111e-07,0.52,42
61,E60_I1,7.658890467813066e-07,8.014625766364033e-07,9.090485556736358e-07,1.5929748413772264e-07,0.57,46
62,E61_I1,9.736620771814117e-07,6.500242906518062e-07,7.287355722420375e-07,1.2910551406818565e-07,0.52,35
63,E62_I1,1.0421913641878276e-06,1.1186362184063836e-06,1.2941061964547096e-06,2.2712491197023406e-07,0.47,65
64,E63_I1,1.1179784607340779e-06,9.477394539038296e-07,1.0909908521742623e-06,1.960593821728905e-07,0.48,49
65,E64_I1,1.0793286792854795e-06,6.421929801459422e-07,7.274702713053828e-07,1.2883412667327823e-07,0.48,35
66,E65_I1,8.06633366367589e-07,8.446066527837926e-07,9.81267789842115e-07,1.6544394852031395e-07,0.52,60
67,E66_I1,1.1746463912418565e-06,8.075020359681189e-07,9.164695167657517e-07,1.5748254266807933e-07,0.42,51
68,E67_I1,1.21633910289116e-06,1.0872833841064e-06,1.206058267932049e-06,2.195758527995283e-07,0.48,51
69,E68_I1,7.288268377695191e-07,8.30737373892368e-07,9.541072920917964e-07,1.6667942869098555e-07,0.58,49
70,E69_I1,8.371202919929749e-07,9.76913690362217e-07,1.1154559654411453e-06,1.8931031840990493e-07,0.51,66
71,E70_I1,1.0495385821116324e-06,8.086741526022427e-07,9.281206763070051e-07,1.7016950256111077e-07,0.54,38
72,E71_I1,8.9882795662263e-07,1.1600565961903573e-06,1.348099401154591e-06,2.292378081907483e-07,0.49,79
73,E72_I1,7.418014510597695e-07,6.931531355108108e-07,7.922810271514596e-07,1.36840394122118e-07,0.57,43
74,E73_I1,8.615194725626942e-07,1.0923268992780265e-06,1.247539394062126e-06,2.194379214835207e-07,0.53,62
75,E74_I1,8.672063108591657e-07,6.392381120919998e-07,7.220992505331597e-07,1.25513198693676e-07,0.52,38
76,E75_I1,1.04025458992609e-06,1.07271340808909e-06,1.2027514873584004e-06,2.1884317729473533e-07,0.53,51
77,E76_I1,1.0441592710740356e-06,7.670605640841243e-07,8.724990866769721e-07,1.5228814507043854e-07,0.48,45
78,E77_I1,9.563825857062649e-07,8.252078963630933e-07,9.208233079574817e-07,1.6410967162557184e-07,0.53,43
79,E78_I1,7.039444266399995e-07,7.695196828847521e-07,8.951153622779772e-07,1.486925825473535e-07,0.53,59
80,E79_I1,8.838440542899575e-07,9.944508470242189e-07,1.131404782469423e-06,1.9567863729564507e-07,0.51,61
81,E80_I1,1.0946490352015296e-06,6.593605303227342e-07,7.369352717640211e-07,1.3086709603487055e-07,0.5,35
