,Experiments,LDM,SIM,ASM,TDR,p0,Tt
0,time,3.7030555555555558,6.780555555555556,6.780555555555556,6.780555555555556,n/a,n/a
1,E0_I1,9.864391410437092e-07,1.239141889002759e-06,1.474879454634685e-06,2.1319930079695255e-07,0.41,79
2,E1_I1,1.2800072093740794e-06,8.72403029993584e-07,1.0141203526825276e-06,1.4767711035564386e-07,0.35,52
3,E2_I1,9.912394795338507e-07,1.1067351822314154e-06,1.2905939635046762e-06,1.9110931253032972e-07,0.45,60
4,E3_I1,1.353908981234998e-06,9.358632888669905e-07,1.0866566354894587e-06,1.6294077777641622e-07,0.38,47
5,E4_I1,1.1405324890469368e-06,6.693802734132097e-07,7.657791704583947e-07,1.126472358045572e-07,0.4,37
6,E5_I1,1.001192572804034e-06,8.919315735638003e-07,1.0194496000283846e-06,1.5291986202421873e-07,0.48,44
7,E6_I1,1.1434912361584709e-06,9.453496390764441e-07,1.0904882145095458e-06,1.6690571541451354e-07,0.44,42
8,E7_I1,9.221361039571352e-07,4.935021300930703e-07,5.510419460739926e-07,8.314494718724412e-08,0.53,23
9,E8_I1,1.0639198263974143e-06,1.0491255212958915e-06,1.213616753318831e-06,1.8227784386018874e-07,0.46,52
10,E9_I1,1.0502817907913532e-06,7.205990906152583e-07,8.429756542258295e-07,1.2438799894005988e-07,0.45,40
11,E10_I1,8.962875258593751e-07,9.402602058191802e-07,1.1077575907584916e-06,1.607447544667757e-07,0.47,58
12,E11_I1,9.330841321715854e-07,7.124579874741661e-07,8.264614596895534e-07,1.1959009929310055e-07,0.42,44
13,E12_I1,6.862544078727802e-07,9.673527569425933e-07,1.1346240341785298e-06,1.609829708721041e-07,0.5,68
14,E13_I1,1.1209571929207692e-06,9.189558784787416e-07,1.0514723714684584e-06,1.579570640993115e-07,0.43,45
15,E14_I1,1.107156571725638e-06,1.2187056015383495e-06,1.4073980422824933e-06,2.155573705553918e-07,0.47,54
16,E15_I1,1.1995552611561373e-06,9.261778396093274e-07,1.0524558949670143e-06,1.600680233371797e-07,0.4,42
17,E16_I1,1.260376839887594e-06,6.355921059966029e-07,7.332877647531063e-07,1.0978314071836931e-07,0.4,32
18,E17_I1,1.2343815619682316e-06,7.892792542011882e-07,9.278725556794129e-07,1.3539749277782852e-07,0.38,47
19,E18_I1,1.2737011479452718e-06,9.174688689283606e-07,1.0354528027974669e-06,1.5839726863662375e-07,0.42,40
20,E19_I1,1.4027013076188542e-06,9.68014208074809e-07,1.1196069047535776e-06,1.6581769818825355e-07,0.33,52
21,E20_I1,9.58973748482904e-07,9.095653827399262e-07,1.0484111590947228e-06,1.5353482642575906e-07,0.44,52
22,E21_I1,1.2093914388814975e-06,8.269706829502558e-07,9.460982593739865e-07,1.3954767413067623e-07,0.39,45
23,E22_I1,1.2859682397706932e-06,9.38703900906806e-07,1.065189179931462e-06,1.6377588057195507e-07,0.44,40
24,E23_I1,1.1914403687483539e-06,7.77308914046621e-07,8.984665894534547e-07,1.3238132398133945e-07,0.39,43
25,E24_I1,9.318315075958869e-07,7.045799113914362e-07,8.150115667729603e-07,1.1858237917447152e-07,0.43,42
26,E25_I1,1.195152649398844e-06,1.1030011326305287e-06,1.2759151944034657e-06,1.9143242257555347e-07,0.4,55
27,E26_I1,1.0962250098860868e-06,8.538622053145484e-07,9.888264262263229e-07,1.507052150260211e-07,0.5,39
28,E27_I1,7.900000919420488e-07,9.22660104783711e-07,1.0688526576445209e-06,1.5653536435507114e-07,0.51,53
29,E28_I1,8.135738227331382e-07,1.0311981821279263e-06,1.227686004502323e-06,1.7604615771320426e-07,0.49,69
30,E29_I1,8.041714138073211e-07,5.521670669254409e-07,6.377115361532651e-07,9.137869345014678e-08,0.46,36
